SIRET,company,star,avis,resultats
84236050500015,158,5.0,30.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Florence Dufour"", ""
""avis:"""": ""Un salon de quartier sympathique ! Amandine est à l’écoute et vous coiffe selon vos envies. Je recommande !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Florence Dufour"", ""
""avis:"""": ""Un salon de quartier sympathique ! Amandine est à l’écoute et vous coiffe selon vos envies. Je recommande !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Catherine Advenard"", ""
""avis:"""": ""Est d'excellents conseils. Coiffeuse très professionnelle. Merci Amandine"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Catherine Advenard"", ""
""avis:"""": ""Est d'excellents conseils. Coiffeuse très professionnelle. Merci Amandine"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Sab brina Sab brina"", ""
""avis:"""": ""Super accueil de la patronne, bonne ambiance et professionnalisme au rendez-vous. Coiffeuse de qualité et de bons conseils. L’espace manucure est un plus très sympa, Salon à recommander fortement  …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Sab brina Sab brina"", ""
""avis:"""": ""Super accueil de la patronne, bonne ambiance et professionnalisme au rendez-vous. Coiffeuse de qualité et de bons conseils. L’espace manucure est un plus très sympa, Salon à recommander fortement  …"", ""
""évaluation:"""": 5"
44358237400049,135,3.5,15.0,nan
40134278700017,129,5.0,8.0,"""
""date:"""": ""il y a 3 ans"", ""name"": ""AzurVet"", ""
""avis:"""": ""Très réactif, prix raisonnables, une gentillesse et une patience à toute épreuve, de vrais pro !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""AzurVet"", ""
""avis:"""": ""Très réactif, prix raisonnables, une gentillesse et une patience à toute épreuve, de vrais pro !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Loïc G."", ""
""avis:"""": ""De vrais professionnels, rapides, efficaces.
Prix raisonnables.
Allez y les yeux fermés"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Loïc G."", ""
""avis:"""": ""De vrais professionnels, rapides, efficaces.
Prix raisonnables.
Allez y les yeux fermés"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""ALEXANDRE JOULIA"", ""
""avis:"""": ""Hyper rapide hyper pro hyper correct super accueil"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""ALEXANDRE JOULIA"", ""
""avis:"""": ""Hyper rapide hyper pro hyper correct super accueil"", ""
""évaluation:"""": 5"
34439409300175,301,3.4,88.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""Clawoui"", ""
""avis:"""": ""Société mal honnête, suite à la reprise d’un site où je suis sous contrat 120h, on m’a forcé a passé à 48h sous peine de dégager pour laisser place à la sous traitance. RH médiocre, mutuelle excessivement chère, sous payer !! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Clawoui"", ""
""avis:"""": ""Société mal honnête, suite à la reprise d’un site où je suis sous contrat 120h, on m’a forcé a passé à 48h sous peine de dégager pour laisser place à la sous traitance. RH médiocre, mutuelle excessivement chère, sous payer !! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""kherchache salim"", ""
""avis:"""": ""Société  a éviter
J ai eu au téléphone  un Responsable  d exploitation   j ai reporté bun entretien de recrutement  pour indisponibilité,  le Monsieur commence a s énerver  au …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""kherchache salim"", ""
""avis:"""": ""Société  a éviter
J ai eu au téléphone  un Responsable  d exploitation   j ai reporté bun entretien de recrutement  pour indisponibilité,  le Monsieur commence a s énerver  au …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Renaud Mossbach"", ""
""avis:"""": ""Une boîte à fuir vite ils vous expoitent ils sont t procédurier et vois luquiderons à éviter ne postuler pas vous le regretterez"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Renaud Mossbach"", ""
""avis:"""": ""Une boîte à fuir vite ils vous expoitent ils sont t procédurier et vois luquiderons à éviter ne postuler pas vous le regretterez"", ""
""évaluation:"""": 1"
39280453000021,332,3.4,47.0,"""
""date:"""": ""il y a un an"", ""name"": ""Rigg’s Vander"", ""
""avis:"""": ""Très bonne boîte de sécurité très professionnelle toutes l’équipe securifrance sont là pour nous et à notre écoute en qu’à de besoin ils sont très humains j’ai eu l’honneur de travailler pour cette société pendant 4ans presque 5 / un grand …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Rigg’s Vander"", ""
""avis:"""": ""Très bonne boîte de sécurité très professionnelle toutes l’équipe securifrance sont là pour nous et à notre écoute en qu’à de besoin ils sont très humains j’ai eu l’honneur de travailler pour cette société pendant 4ans presque 5 / un grand …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Rs4 Rs3"", ""
""avis:"""": ""Une société à éviter !! Prend les salariés pour du betail aucune reconnaissance .
Surveillance voir harcèlement par la direction . Impossible de travailler …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Rs4 Rs3"", ""
""avis:"""": ""Une société à éviter !! Prend les salariés pour du betail aucune reconnaissance .
Surveillance voir harcèlement par la direction . Impossible de travailler …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""zobywan Kenzoby"", ""
""avis:"""": ""Harcellement professionnel, avertissement au moindre oubli de pointage, et sans compter que se permet de fouiller dans votre vie privée, ou de faire un rapprochement douteux entre un post sur forum et vous parce que la situation est ressemblante! Font les sérieux, mais de loin l'une des pires boites pour laquelle j'ai bossé"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""zobywan Kenzoby"", ""
""avis:"""": ""Harcellement professionnel, avertissement au moindre oubli de pointage, et sans compter que se permet de fouiller dans votre vie privée, ou de faire un rapprochement douteux entre un post sur forum et vous parce que la situation est ressemblante! Font les sérieux, mais de loin l'une des pires boites pour laquelle j'ai bossé"", ""
""évaluation:"""": 1"
32873036100016,199,3.9,85.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Baptiste Thery-Guilbert"", ""
""avis:"""": ""Un super accueil, content de mes impressions de qualité et à un tarif réduit"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Baptiste Thery-Guilbert"", ""
""avis:"""": ""Un super accueil, content de mes impressions de qualité et à un tarif réduit"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Méline F."", ""
""avis:"""": ""Très bonne expérience pour l'impression de ma thèse. Commande sur internet un soir, je me rends compte le lendemain matin d'une grosse coquille et appelle le service client. Hyper réactif, on me passe l'imprimerie. La personne m'explique la …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Méline F."", ""
""avis:"""": ""Très bonne expérience pour l'impression de ma thèse. Commande sur internet un soir, je me rends compte le lendemain matin d'une grosse coquille et appelle le service client. Hyper réactif, on me passe l'imprimerie. La personne m'explique la …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Emilie V"", ""
""avis:"""": ""Dommage que les horaires soient pas à jour... quel dommage d'arriver et de voir que c'est fermé"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Emilie V"", ""
""avis:"""": ""Dommage que les horaires soient pas à jour... quel dommage d'arriver et de voir que c'est fermé"", ""
""évaluation:"""": 2"
33825313110992,287,4.7,7.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Stéphane Cano"", ""
""avis:"""": ""Un très bon restaurant d'entreprise."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Stéphane Cano"", ""
""avis:"""": ""Un très bon restaurant d'entreprise."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Emmanuelle Filip"", ""
""avis:"""": ""Difficile d accès en transports
Belle structure hôtesses et hôtes d accueil très souriants
Petit coin de verdure à côté pour une petite pause"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Emmanuelle Filip"", ""
""avis:"""": ""Difficile d accès en transports
Belle structure hôtesses et hôtes d accueil très souriants
Petit coin de verdure à côté pour une petite pause"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Jacques Rico"", ""
""avis:"""": ""Très bonne ambiance"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Jacques Rico"", ""
""avis:"""": ""Très bonne ambiance"", ""
""évaluation:"""": 5"
41129846600011,345,,,nan
30529134600123,110,3.8,38.0,"""
""date:"""": ""il y a un an"", ""name"": ""Anne HORODECKI"", ""
""avis:"""": ""Acheter Français!! et voilà un colis petit bateau non conforme + personne au numéro de téléphone unique (appel facturé!) + pas de lien internet pour les réclamations. Bref tu paies et chiao! c'est décevant et fait comprendre le succès des …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a un an"", ""name"": ""Anne HORODECKI"", ""
""avis:"""": ""Acheter Français!! et voilà un colis petit bateau non conforme + personne au numéro de téléphone unique (appel facturé!) + pas de lien internet pour les réclamations. Bref tu paies et chiao! c'est décevant et fait comprendre le succès des …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Claire Muylaert"", ""
""avis:"""": ""Des belles promos cet été, de beaux produits ! Une équipe qui sait conseiller ! J'adore cette marque
Ce magasin un incontournable de l'outlet pour nos enfants !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Claire Muylaert"", ""
""avis:"""": ""Des belles promos cet été, de beaux produits ! Une équipe qui sait conseiller ! J'adore cette marque
Ce magasin un incontournable de l'outlet pour nos enfants !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Kelly Simpson"", ""
""avis:"""": ""Je suis allée à la braderie  1 B rue William et Catherine Booth à Troyes ce jour.
Je suis déçue, peu de chose.  Il serait peut-être mieux d'envisager seulement 1 …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Kelly Simpson"", ""
""avis:"""": ""Je suis allée à la braderie  1 B rue William et Catherine Booth à Troyes ce jour.
Je suis déçue, peu de chose.  Il serait peut-être mieux d'envisager seulement 1 …"", ""
""évaluation:"""": 3"
30194021914572,105,4.2,140.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Ludovic O"", ""
""avis:"""": ""C'est vraiment pas bon, l'une des pires cantines ; aujourd'hui nous avons eu le droit à des ""lasagnes"" au fromage de chèvre et aux épinards (déjà ça va pas). Je commence à mâcher le plat quand tout à coup de l'eau commence à couler sur mon palais (étrange). De plus, c'était très pâteux. Il serait bien de faire un effort."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Ludovic O"", ""
""avis:"""": ""C'est vraiment pas bon, l'une des pires cantines ; aujourd'hui nous avons eu le droit à des ""lasagnes"" au fromage de chèvre et aux épinards (déjà ça va pas). Je commence à mâcher le plat quand tout à coup de l'eau commence à couler sur mon palais (étrange). De plus, c'était très pâteux. Il serait bien de faire un effort."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""marc liens"", ""
""avis:"""": ""Aujourd’hui Ma femme est Hospitalisée à la Clinique Du Bois
144 Av. de Dunkerque, 59000 Lille …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""marc liens"", ""
""avis:"""": ""Aujourd’hui Ma femme est Hospitalisée à la Clinique Du Bois
144 Av. de Dunkerque, 59000 Lille …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Lapinouzz Fred"", ""
""avis:"""": ""Privé"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Lapinouzz Fred"", ""
""avis:"""": ""Privé"", ""
""évaluation:"""": 5"
33825323022013,288,4.7,7.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Stéphane Cano"", ""
""avis:"""": ""Un très bon restaurant d'entreprise."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Stéphane Cano"", ""
""avis:"""": ""Un très bon restaurant d'entreprise."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Emmanuelle Filip"", ""
""avis:"""": ""Difficile d accès en transports
Belle structure hôtesses et hôtes d accueil très souriants
Petit coin de verdure à côté pour une petite pause"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Emmanuelle Filip"", ""
""avis:"""": ""Difficile d accès en transports
Belle structure hôtesses et hôtes d accueil très souriants
Petit coin de verdure à côté pour une petite pause"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Jacques Rico"", ""
""avis:"""": ""Très bonne ambiance"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Jacques Rico"", ""
""avis:"""": ""Très bonne ambiance"", ""
""évaluation:"""": 5"
32565471300420,195,,,nan
31267073000034,511,4.3,8.0,"""
""date:"""": ""il y a 8 mois"", ""name"": ""Maxime Proye"", ""
""avis:"""": ""Intervention rapide et efficace ! Commerciaux à l’écoute
Machine de haute performance"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Maxime Proye"", ""
""avis:"""": ""Intervention rapide et efficace ! Commerciaux à l’écoute
Machine de haute performance"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Emeline Masnata"", ""
""avis:"""": ""Très professionnels, personnel à l'écoute.
Bon matériel qui dure dans le temps.
Je recommande fortement, très bonne expérience !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Emeline Masnata"", ""
""avis:"""": ""Très professionnels, personnel à l'écoute.
Bon matériel qui dure dans le temps.
Je recommande fortement, très bonne expérience !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Benjamin GAY"", ""
""avis:"""": ""Partenaire historique de notre société, la SORMAF nous approvisionne en matériel de conditionnement et diverses fournitures pour notre activité de production. Merci aux équipes de la SORMAF pour leur professionnalisme.
Société Jouffruit"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Benjamin GAY"", ""
""avis:"""": ""Partenaire historique de notre société, la SORMAF nous approvisionne en matériel de conditionnement et diverses fournitures pour notre activité de production. Merci aux équipes de la SORMAF pour leur professionnalisme.
Société Jouffruit"", ""
""évaluation:"""": 5"
44357144300037,134,3.4,10.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Cyrielle David"", ""
""avis:"""": ""A fuire manque d'humanité !
Tout un périple pour avoir un technicien au téléphone .
On croirai presque jouer à un jeux de société et quand vous avez enfin gagné si …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Cyrielle David"", ""
""avis:"""": ""A fuire manque d'humanité !
Tout un périple pour avoir un technicien au téléphone .
On croirai presque jouer à un jeux de société et quand vous avez enfin gagné si …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Sabri Sabri"", ""
""avis:"""": ""Manque de sérieux aucunes coordination, ne prend pas en compte le patient juste là pour encaisser du fric et de plus ils sont de mauvaise foie !!! A fuir  il y a d’autres sociétés bien plus sérieuse"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Sabri Sabri"", ""
""avis:"""": ""Manque de sérieux aucunes coordination, ne prend pas en compte le patient juste là pour encaisser du fric et de plus ils sont de mauvaise foie !!! A fuir  il y a d’autres sociétés bien plus sérieuse"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""David Caron"", ""
""avis:"""": ""Manque de sérieux dans les suivis lors d'entretien. Ils ne donnent aucune suite, ne répondent pas aux mails et le services recrutement ne prennent pas les appels téléphoniques donc impossible d'avoir une réponse même négative.
Déçu."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""David Caron"", ""
""avis:"""": ""Manque de sérieux dans les suivis lors d'entretien. Ils ne donnent aucune suite, ne répondent pas aux mails et le services recrutement ne prennent pas les appels téléphoniques donc impossible d'avoir une réponse même négative.
Déçu."", ""
""évaluation:"""": 1"
32159106701390,192,3.9,11.0,"""
""date:"""": ""il y a 8 ans"", ""name"": ""jean françoise"", ""
""avis:"""": ""Bonjour, un peu déçue de Olly gan, tout d abord je tel un répondeur me dit que l enseigne est fermée a 18h il n est que 17h40 !!! d autre part après l achat d un gilet de laine pour mon époux il y a environ 3 ans je n arrête pas de le faire …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 8 ans"", ""name"": ""jean françoise"", ""
""avis:"""": ""Bonjour, un peu déçue de Olly gan, tout d abord je tel un répondeur me dit que l enseigne est fermée a 18h il n est que 17h40 !!! d autre part après l achat d un gilet de laine pour mon époux il y a environ 3 ans je n arrête pas de le faire …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""William Bermudez"", ""
""avis:"""": ""Mais qu est ce que c est moche aucun style aucun goût pour les couleurs fade sans vie,mais sérieusement qui achète ça.merci les bof!"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""William Bermudez"", ""
""avis:"""": ""Mais qu est ce que c est moche aucun style aucun goût pour les couleurs fade sans vie,mais sérieusement qui achète ça.merci les bof!"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Vincent Scotto"", ""
""avis:"""": ""Magasin ollygan BAB2 anglet  a éviter a tout prix je suis venu pour acheter plusieurs tee shirt  et la responsable a été plus que désagréable forcing sur achat vraiment déçu"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Vincent Scotto"", ""
""avis:"""": ""Magasin ollygan BAB2 anglet  a éviter a tout prix je suis venu pour acheter plusieurs tee shirt  et la responsable a été plus que désagréable forcing sur achat vraiment déçu"", ""
""évaluation:"""": 1"
40016563500600,341,4.2,91.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""Billel Bendjeddi"", ""
""avis:"""": ""Super accueil, l'équipe est très souriante. Toujours de bon conseils ce qui est rare de nos jours dans les magasin j'ai trouvé 2 vendues ils sont super sympa Magda et ... Merci  …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Billel Bendjeddi"", ""
""avis:"""": ""Super accueil, l'équipe est très souriante. Toujours de bon conseils ce qui est rare de nos jours dans les magasin j'ai trouvé 2 vendues ils sont super sympa Magda et ... Merci  …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""I Mali"", ""
""avis:"""": ""Bonjour, je suis venu acheter des vêtements aujourd’hui, j’ai pris des caleçons la taille M. mais ça correspond pas du tout, c’est du S en vrai et on peut pas savoir ça par avance, avant de les essayer quoi  …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""I Mali"", ""
""avis:"""": ""Bonjour, je suis venu acheter des vêtements aujourd’hui, j’ai pris des caleçons la taille M. mais ça correspond pas du tout, c’est du S en vrai et on peut pas savoir ça par avance, avant de les essayer quoi  …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Tamara Forgione"", ""
""avis:"""": ""Super accueil, l'équipe est très souriante. Toujours de bon conseils, ce qui est rare de nos jours dans les magasin"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Tamara Forgione"", ""
""avis:"""": ""Super accueil, l'équipe est très souriante. Toujours de bon conseils, ce qui est rare de nos jours dans les magasin"", ""
""évaluation:"""": 5"
2582014300045,448,4.7,3.0,"""
""date:"""": ""il y a 4 ans"", ""name"": ""Mathieu Cain"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Mathieu Cain"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""philippe Simonetto (“Le transporteur”)"", ""
""avis:"""": null, ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""philippe Simonetto (“Le transporteur”)"", ""
""avis:"""": null, ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Bruno Douvry"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Bruno Douvry"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
33888018002237,291,3.8,252.0,"""
""date:"""": ""il y a un jour"", ""name"": ""Vanessa Chadeau"", ""
""avis:"""": ""Achat pour ma fille, super des promos 3 acheté 1 article à 1 euros affiché de partout dans le magasin. Seulement à la caisse la promo c'est du vent. Elle ne passe pas. La caissière me dit non ça marche pas sur les pantalons, ah bon pourtant …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un jour"", ""name"": ""Vanessa Chadeau"", ""
""avis:"""": ""Achat pour ma fille, super des promos 3 acheté 1 article à 1 euros affiché de partout dans le magasin. Seulement à la caisse la promo c'est du vent. Elle ne passe pas. La caissière me dit non ça marche pas sur les pantalons, ah bon pourtant …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""frida hultberg"", ""
""avis:"""": ""Le personnel change tout le temps.
Quand j'étais en cabine d'essayage il y a 2 jours les vendeuses n'arrêtait pas de parler de leurs règles dans le moindre de détails et sans gêne. J'ai fallait vomir. Un minimum de manière quand même. Ma fille de 12 ans n'a pas à écouter."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""frida hultberg"", ""
""avis:"""": ""Le personnel change tout le temps.
Quand j'étais en cabine d'essayage il y a 2 jours les vendeuses n'arrêtait pas de parler de leurs règles dans le moindre de détails et sans gêne. J'ai fallait vomir. Un minimum de manière quand même. Ma fille de 12 ans n'a pas à écouter."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a un mois"", ""name"": ""Enora BAUDINO"", ""
""avis:"""": ""Une boutique sympa mais un personnel pas très souriant ni à l écoute et c est pas faute d avoir essayé d etre poli pour ne pas brusquer la caissière.
C est dommage en soit car c est la base du métier..."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Enora BAUDINO"", ""
""avis:"""": ""Une boutique sympa mais un personnel pas très souriant ni à l écoute et c est pas faute d avoir essayé d etre poli pour ne pas brusquer la caissière.
C est dommage en soit car c est la base du métier..."", ""
""évaluation:"""": 1"
34853430600033,308,4.9,12.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Cedric ELANA"", ""
""avis:"""": ""Stordata : des gens charmants, une bonne ambiance, en tant que technicien de maintenance hardware j'ai été très bien accueilli par toute l'équipe qui était très avenante. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Cedric ELANA"", ""
""avis:"""": ""Stordata : des gens charmants, une bonne ambiance, en tant que technicien de maintenance hardware j'ai été très bien accueilli par toute l'équipe qui était très avenante. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""Dan Lip"", ""
""avis:"""": ""Savoir et expertise sont les maîtres mots de cette société spécialisée en stockage et sauvegarde."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""Dan Lip"", ""
""avis:"""": ""Savoir et expertise sont les maîtres mots de cette société spécialisée en stockage et sauvegarde."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Cmdr SKA"", ""
""avis:"""": ""Entreprise DataCloud"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Cmdr SKA"", ""
""avis:"""": ""Entreprise DataCloud"", ""
""évaluation:"""": 5"
45155629400010,138,3.0,4.0,"""
""date:"""": ""il y a un an"", ""name"": ""Camélia"", ""
""avis:"""": ""Magifique"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Camélia"", ""
""avis:"""": ""Magifique"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Charlotte B."", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Charlotte B."", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Cuisinaud Laurent"", ""
""avis:"""": null, ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Cuisinaud Laurent"", ""
""avis:"""": null, ""
""évaluation:"""": 1"
39058913300086,329,2.7,66.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Imene Laiche"", ""
""avis:"""": ""Je suis dégoûtée anéanti....
Mon frère a passé son examen il a tout réussi tout validé il lui restait que la conduite 3 fois il le rate pourtant il est un bon élément au sein du centre …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Imene Laiche"", ""
""avis:"""": ""Je suis dégoûtée anéanti....
Mon frère a passé son examen il a tout réussi tout validé il lui restait que la conduite 3 fois il le rate pourtant il est un bon élément au sein du centre …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""SaintSeiya soulofgold"", ""
""avis:"""": ""Exécrable. Nul. Service médiocre. Cette auto-école est un attrape jeune purement et simplement ( financement pôle emploi..). …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""SaintSeiya soulofgold"", ""
""avis:"""": ""Exécrable. Nul. Service médiocre. Cette auto-école est un attrape jeune purement et simplement ( financement pôle emploi..). …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""kdouble napal"", ""
""avis:"""": ""Salle de formation pas très bien entretenu avec notamment des chaises qui font extrêmement mal au dos.
Directrice pas du tt arrangeante quand vous avez un imprévu"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""kdouble napal"", ""
""avis:"""": ""Salle de formation pas très bien entretenu avec notamment des chaises qui font extrêmement mal au dos.
Directrice pas du tt arrangeante quand vous avez un imprévu"", ""
""évaluation:"""": 2"
