SIRET,company,star,avis,resultats
39762454500109,336,3.5,2.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Clement Fabre"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Clement Fabre"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 ans"", ""name"": ""Marc Mhoumadi"", ""
""avis:"""": null, ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 10 ans"", ""name"": ""Marc Mhoumadi"", ""
""avis:"""": null, ""
""évaluation:"""": 2"
39672031000137,335,4.3,79.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""MORTIER MAXIME"", ""
""avis:"""": ""Nous y sommes allés à l'occasion d'un coffret cadeau pour une dégustation et une belle boîte cadeau. Nous en avons profité pour faire quelques achats. Un très bon accueil, les tarifs sont un peu élevés, mais comme les produits sont bons c'est justifié."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""MORTIER MAXIME"", ""
""avis:"""": ""Nous y sommes allés à l'occasion d'un coffret cadeau pour une dégustation et une belle boîte cadeau. Nous en avons profité pour faire quelques achats. Un très bon accueil, les tarifs sont un peu élevés, mais comme les produits sont bons c'est justifié."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Marie Zanni"", ""
""avis:"""": ""Venant récupérer un lot anti gaspi qui est d'ailleurs très intéressant nous avons été accueilli par la vendeuse grand sourire et elle nous a proposé une dégustation. Nous avons passé un agréable moment et les produits sont excellent comme …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Marie Zanni"", ""
""avis:"""": ""Venant récupérer un lot anti gaspi qui est d'ailleurs très intéressant nous avons été accueilli par la vendeuse grand sourire et elle nous a proposé une dégustation. Nous avons passé un agréable moment et les produits sont excellent comme …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Chantal Maigné"", ""
""avis:"""": ""Magasin très bien tenu et très agréable.
La vendeuse est très aimable et lors de la remise  des produits et indique bien les 
""date:""s de péremption ainsi s'ils peuvent congelés ou pas.
Je recommande sans problème"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Chantal Maigné"", ""
""avis:"""": ""Magasin très bien tenu et très agréable.
La vendeuse est très aimable et lors de la remise  des produits et indique bien les 
""date:""s de péremption ainsi s'ils peuvent congelés ou pas.
Je recommande sans problème"", ""
""évaluation:"""": 5"
55375040700080,149,4.1,92.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""Dominique Wolff"", ""
""avis:"""": ""La  moitié  de la commande  nétait  pas bonne :  le meuble pour la salle de bains erreur référence . Avions bien insisté pour avoir un meuble effet gloss , nous ont commandé effet mat....1500 euros le meuble , ont refusé de nous le …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Dominique Wolff"", ""
""avis:"""": ""La  moitié  de la commande  nétait  pas bonne :  le meuble pour la salle de bains erreur référence . Avions bien insisté pour avoir un meuble effet gloss , nous ont commandé effet mat....1500 euros le meuble , ont refusé de nous le …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Cath"", ""
""avis:"""": ""Je voudrais signaler ici que j ai reçu un accueil et des conseils comme jamais je n' avais eus. Les personnes qui m en conseillée ont fait preuve de beaucoup de patience et ont vraiment été à la hauteur. Certes, les prix sont un peu élevés mais la qualité est au rendez-vous."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Cath"", ""
""avis:"""": ""Je voudrais signaler ici que j ai reçu un accueil et des conseils comme jamais je n' avais eus. Les personnes qui m en conseillée ont fait preuve de beaucoup de patience et ont vraiment été à la hauteur. Certes, les prix sont un peu élevés mais la qualité est au rendez-vous."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Myosotis"", ""
""avis:"""": ""Très belle décoration, magasin de bricolage attenant  pratique mais tarif un peu élevé"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Myosotis"", ""
""avis:"""": ""Très belle décoration, magasin de bricolage attenant  pratique mais tarif un peu élevé"", ""
""évaluation:"""": 4"
33079298700027,202,4.2,16.0,"""
""date:"""": ""il y a 9 mois"", ""name"": ""Guy"", ""
""avis:"""": ""Du Luxe français fabriqué en Chine
J’ai était surpris de constater sur les étiquettes de ma veste de ski Armand et pantalon la mention « Made in china » …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Guy"", ""
""avis:"""": ""Du Luxe français fabriqué en Chine
J’ai était surpris de constater sur les étiquettes de ma veste de ski Armand et pantalon la mention « Made in china » …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""sophie gueugnon"", ""
""avis:"""": ""SAV lamentable pour une marque de renom comme fusalp
j ai mis plus d un mois avant d avoir une reponse pour l envoi de la veste
1 mois et demi que ma veste est dans leurs locaux sans qu elle soit reparee n …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""sophie gueugnon"", ""
""avis:"""": ""SAV lamentable pour une marque de renom comme fusalp
j ai mis plus d un mois avant d avoir une reponse pour l envoi de la veste
1 mois et demi que ma veste est dans leurs locaux sans qu elle soit reparee n …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""djulsantini"", ""
""avis:"""": ""Propre accueil agréable"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""djulsantini"", ""
""avis:"""": ""Propre accueil agréable"", ""
""évaluation:"""": 4"
39313529800502,333,4.4,44.0,"""
""date:"""": ""il y a 4 ans"", ""name"": ""VIGNOT NICOLAS"", ""
""avis:"""": ""Je n'ai jamais vu une entreprise avec un processus de recrutement aussi long et bordélique, il faut presque trois semaines pour avoir une réponse et il faut carrément voir 5 personnes pour être validé. Même des plus gros groupes comme Thales répond plus efficacement et plus rapidement qu'eux."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""VIGNOT NICOLAS"", ""
""avis:"""": ""Je n'ai jamais vu une entreprise avec un processus de recrutement aussi long et bordélique, il faut presque trois semaines pour avoir une réponse et il faut carrément voir 5 personnes pour être validé. Même des plus gros groupes comme Thales répond plus efficacement et plus rapidement qu'eux."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Julien Voyron"", ""
""avis:"""": ""Une ambiance collective et bienveillante. Beaucoup y reste ou y revienne... on comprends vite pourquoi."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Julien Voyron"", ""
""avis:"""": ""Une ambiance collective et bienveillante. Beaucoup y reste ou y revienne... on comprends vite pourquoi."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Azdinov A"", ""
""avis:"""": ""My working place!!! Compagnie très cosmopolite et agréable à y travailler"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Azdinov A"", ""
""avis:"""": ""My working place!!! Compagnie très cosmopolite et agréable à y travailler"", ""
""évaluation:"""": 5"
42186374700026,130,4.7,134.0,"""
""date:"""": ""il y a 2 jours"", ""name"": ""Lulila"", ""
""avis:"""": ""Ils ont repare le problème de ballon d'eau très rapidement. Très gentil et réactif, je recommande vivement ! Mercii"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 jours"", ""name"": ""Lulila"", ""
""avis:"""": ""Ils ont repare le problème de ballon d'eau très rapidement. Très gentil et réactif, je recommande vivement ! Mercii"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 jours"", ""name"": ""mamy rab"", ""
""avis:"""": ""Il est venu très rapidement très professionnel je recommande"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 jours"", ""name"": ""mamy rab"", ""
""avis:"""": ""Il est venu très rapidement très professionnel je recommande"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Adir Feijo"", ""
""avis:"""": ""Antoine a été très rapide, très efficace. On recommande vivement ses services.
Service très professionnel."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Adir Feijo"", ""
""avis:"""": ""Antoine a été très rapide, très efficace. On recommande vivement ses services.
Service très professionnel."", ""
""évaluation:"""": 5"
33073077100590,201,5.0,4.0,"""
""date:"""": ""il y a un an"", ""name"": ""Clément Chanceaulme"", ""
""avis:"""": ""Très bons burgers"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Clément Chanceaulme"", ""
""avis:"""": ""Très bons burgers"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Véronique Spartan (Boobooks)"", ""
""avis:"""": ""C est mon lieu de travail"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Véronique Spartan (Boobooks)"", ""
""avis:"""": ""C est mon lieu de travail"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Paul BARBIER"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Paul BARBIER"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
41390176026595,348,4.3,72.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Kouss Kouss"", ""
""avis:"""": ""Je suis allée manger dans le restaurant de cette tour quand je suis allé dejeuner avec une ancienne collègue à moi avec qui je faisais entre autre des cours de salsa le jeudi après midi (tout cela c'etait avant mes problèmes de hanches bien …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""Kouss Kouss"", ""
""avis:"""": ""Je suis allée manger dans le restaurant de cette tour quand je suis allé dejeuner avec une ancienne collègue à moi avec qui je faisais entre autre des cours de salsa le jeudi après midi (tout cela c'etait avant mes problèmes de hanches bien …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Buscemi Eric"", ""
""avis:"""": ""Impressionnant par la hauteur des tours et l'environnement businesse Parc. Grand Centre galerie marchande restaurant et magasin. La Défense et sa grande Arche."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Buscemi Eric"", ""
""avis:"""": ""Impressionnant par la hauteur des tours et l'environnement businesse Parc. Grand Centre galerie marchande restaurant et magasin. La Défense et sa grande Arche."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""Wakary DOUCOURE"", ""
""avis:"""": ""Je commente ici car je ne sais pas où commenter. Le plateau repas dans les écoles élémentaires était d’une honte absolue le Mercredi 19 Juillet 2023 : betterave, melon, crêpes, yaourts et une pauvre tranche de boeuf seule dans l’assiette …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Wakary DOUCOURE"", ""
""avis:"""": ""Je commente ici car je ne sais pas où commenter. Le plateau repas dans les écoles élémentaires était d’une honte absolue le Mercredi 19 Juillet 2023 : betterave, melon, crêpes, yaourts et une pauvre tranche de boeuf seule dans l’assiette …"", ""
""évaluation:"""": 1"
33837545400216,290,4.1,20.0,"""
""date:"""": ""il y a 3 ans"", ""name"": ""Matthieu trémauville"", ""
""avis:"""": ""Attention! L'ancienne boutique avant travaux offrait un accueil très chaleureux, l'agrandissement a vu l'équipe s'agrandir et l'ambiance véhiculée par le management est devenue un peu ""bossy"". …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Matthieu trémauville"", ""
""avis:"""": ""Attention! L'ancienne boutique avant travaux offrait un accueil très chaleureux, l'agrandissement a vu l'équipe s'agrandir et l'ambiance véhiculée par le management est devenue un peu ""bossy"". …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Isabelle CAZORLA"", ""
""avis:"""": ""Boutique magnifique et très bons conseils. J'ai été très bien accueillie !!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Isabelle CAZORLA"", ""
""avis:"""": ""Boutique magnifique et très bons conseils. J'ai été très bien accueillie !!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Etienne"", ""
""avis:"""": ""Boutique plus grande et plus belle, un accueil toujours très professionnel et agréable . Du haut de gamme toujours aussi agréable à porter. Le prix est là,  mais cohérent pour un choix et une qualité qui ne de démentent pas."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Etienne"", ""
""avis:"""": ""Boutique plus grande et plus belle, un accueil toujours très professionnel et agréable . Du haut de gamme toujours aussi agréable à porter. Le prix est là,  mais cohérent pour un choix et une qualité qui ne de démentent pas."", ""
""évaluation:"""": 5"
34800644600234,305,3.9,127.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Emilie Abia"", ""
""avis:"""": ""Entreprise de sorciers. Mon mari était employé là bas: on ne lui a jamais donné des objectifs atteignables car il était au dessus de toute règle étant très avancé mentalement."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Emilie Abia"", ""
""avis:"""": ""Entreprise de sorciers. Mon mari était employé là bas: on ne lui a jamais donné des objectifs atteignables car il était au dessus de toute règle étant très avancé mentalement."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""julia LR"", ""
""avis:"""": ""C’est une Tour de bureau, comme tant d’autres dans ce quartier"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a un mois"", ""name"": ""julia LR"", ""
""avis:"""": ""C’est une Tour de bureau, comme tant d’autres dans ce quartier"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Daniela Bors"", ""
""avis:"""": ""Les bureaux de EY Paris sont très bien situés, dans la grande tour de la Défense. Il y a un service de sécurité au rez-de-chaussée donc si vous avez des valises il faudra les présenter. L'entrée se fait uniquement avec un badge. Les locaux …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Daniela Bors"", ""
""avis:"""": ""Les bureaux de EY Paris sont très bien situés, dans la grande tour de la Défense. Il y a un service de sécurité au rez-de-chaussée donc si vous avez des valises il faudra les présenter. L'entrée se fait uniquement avec un badge. Les locaux …"", ""
""évaluation:"""": 5"
38830198801470,327,4.2,11.0,"""
""date:"""": ""il y a un an"", ""name"": ""Marie Fournols-Levassort"", ""
""avis:"""": ""Très bonne expérience, je recommande ! Le personnel est très agréable, les livraisons sont rapides et respectant les  horaires prévus, le travail est de grange qualité."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Marie Fournols-Levassort"", ""
""avis:"""": ""Très bonne expérience, je recommande ! Le personnel est très agréable, les livraisons sont rapides et respectant les  horaires prévus, le travail est de grange qualité."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Samer Monnier"", ""
""avis:"""": ""N'a pas de service d'urgence, plus mauvais services, et bureau constamment fermé."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Samer Monnier"", ""
""avis:"""": ""N'a pas de service d'urgence, plus mauvais services, et bureau constamment fermé."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Béatrice VAVRE"", ""
""avis:"""": ""personnel agréable , et les livraisons sont rapides ."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Béatrice VAVRE"", ""
""avis:"""": ""personnel agréable , et les livraisons sont rapides ."", ""
""évaluation:"""": 5"
31664317000392,184,4.5,19.0,"""
""date:"""": ""il y a 3 semaines"", ""name"": ""Nadège Lopez Tomasino"", ""
""avis:"""": ""Merci aux vendeurs de leur accueil,sincérité et professionnalisme
Notamment à JF qui été présent lors de mes deux passages en boutique pour des achats et nous a reconnu, de bons conseils et une disponibilité qui devient rare …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Nadège Lopez Tomasino"", ""
""avis:"""": ""Merci aux vendeurs de leur accueil,sincérité et professionnalisme
Notamment à JF qui été présent lors de mes deux passages en boutique pour des achats et nous a reconnu, de bons conseils et une disponibilité qui devient rare …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Nicolas Leblanc"", ""
""avis:"""": ""Toujours acceuillant... vendeuse au top ! Elle a su me vendre un cuir en pleine canicule.. blouson coup de cœur.. elle a réussi à me convaincre.
Pour les young timer cette adresse est top.. …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Nicolas Leblanc"", ""
""avis:"""": ""Toujours acceuillant... vendeuse au top ! Elle a su me vendre un cuir en pleine canicule.. blouson coup de cœur.. elle a réussi à me convaincre.
Pour les young timer cette adresse est top.. …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""Victoria _"", ""
""avis:"""": ""Vendeur extrêmement désagréables. Nous a demandé si on était mal réveillé ce matin. Nous avion voulu acheter un article. Nous sommes partis en laissant l'article car le vendeur était extrêmement déplaisant."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Victoria _"", ""
""avis:"""": ""Vendeur extrêmement désagréables. Nous a demandé si on était mal réveillé ce matin. Nous avion voulu acheter un article. Nous sommes partis en laissant l'article car le vendeur était extrêmement déplaisant."", ""
""évaluation:"""": 1"
31177115800038,507,4.3,42.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Mine Code"", ""
""avis:"""": ""Nous achetons des produits (ex VHF … ) depuis +10 ans chez Pochon, l’équipe est sérieuse et le support très réactif. Je recommande vivement cette entreprise pour leur professionnalisme !  …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Mine Code"", ""
""avis:"""": ""Nous achetons des produits (ex VHF … ) depuis +10 ans chez Pochon, l’équipe est sérieuse et le support très réactif. Je recommande vivement cette entreprise pour leur professionnalisme !  …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Michel Gilbert"", ""
""avis:"""": ""Avis pour Pochon Martinique. Excellente référence pour une équipe technique professionnelle et efficace ! J’ai bénéficié des services d’Anthony pour le diagnostic et la réparation de mon pilote Garmin. Anthony a été le seul entre Grenade et …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Michel Gilbert"", ""
""avis:"""": ""Avis pour Pochon Martinique. Excellente référence pour une équipe technique professionnelle et efficace ! J’ai bénéficié des services d’Anthony pour le diagnostic et la réparation de mon pilote Garmin. Anthony a été le seul entre Grenade et …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""François Lamaignere"", ""
""avis:"""": ""Un sans faute sur toute la ligne.
Accueil téléphonique et physique très sympathique et agréable,  grande disponibilité,  grand professionnalisme.
MERCI."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""François Lamaignere"", ""
""avis:"""": ""Un sans faute sur toute la ligne.
Accueil téléphonique et physique très sympathique et agréable,  grande disponibilité,  grand professionnalisme.
MERCI."", ""
""évaluation:"""": 5"
9718030100034,467,4.5,299.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""JL F"", ""
""avis:"""": ""Après l'achat de notre camping car voici 2 ans, nous sommes repassés régulièrement en concession pour réparer sous garantie quelques broutilles ou plus souvent pour apporter des améliorations à notre véhicule. Nous avons toujours été …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""JL F"", ""
""avis:"""": ""Après l'achat de notre camping car voici 2 ans, nous sommes repassés régulièrement en concession pour réparer sous garantie quelques broutilles ou plus souvent pour apporter des améliorations à notre véhicule. Nous avons toujours été …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""David Soucaze"", ""
""avis:"""": ""Concession comme on aimerait en voir plus souvent. De l'achat avec des commerciaux super à l'accueil du SAV avec Laetitia et thomas qui sont très compétant, agréable et de bon conseils. L'atelier m'a aussi fait un travail remarquable. Je recommande."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""David Soucaze"", ""
""avis:"""": ""Concession comme on aimerait en voir plus souvent. De l'achat avec des commerciaux super à l'accueil du SAV avec Laetitia et thomas qui sont très compétant, agréable et de bon conseils. L'atelier m'a aussi fait un travail remarquable. Je recommande."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Jean-Marie PERRICHE"", ""
""avis:"""": ""La veille de partir je constate la panne de la pompe à eau du réservoir eau propre. J'ai contacté le SAV qui m'a donné rdv le lendemain matin à 8h30.
Le remplacement s'est fait de suite. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Jean-Marie PERRICHE"", ""
""avis:"""": ""La veille de partir je constate la panne de la pompe à eau du réservoir eau propre. J'ai contacté le SAV qui m'a donné rdv le lendemain matin à 8h30.
Le remplacement s'est fait de suite. …"", ""
""évaluation:"""": 5"
33137600400056,122,4.8,14.0,"""
""date:"""": ""il y a 2 semaines"", ""name"": ""David Burot"", ""
""avis:"""": ""Super équipe !!!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 semaines"", ""name"": ""David Burot"", ""
""avis:"""": ""Super équipe !!!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Simon Mezil"", ""
""avis:"""": ""Très bien"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Simon Mezil"", ""
""avis:"""": ""Très bien"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Jean Tabatton"", ""
""avis:"""": ""Super équipe"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Jean Tabatton"", ""
""avis:"""": ""Super équipe"", ""
""évaluation:"""": 5"
31728838900529,185,1.0,1.0,"""
""date:"""": ""il y a 2 ans"", ""name"": ""France Maylin"", ""
""avis:"""": ""Je ne connaissais pas ce site. J'ai découvert un produit jeudi matin11 mars 2021 dont j'avais absolument besoin pour samedi au plus tard: une sangle avec poignée utile pour un départ en train et pouvoir porter un produit très encombrant. …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""France Maylin"", ""
""avis:"""": ""Je ne connaissais pas ce site. J'ai découvert un produit jeudi matin11 mars 2021 dont j'avais absolument besoin pour samedi au plus tard: une sangle avec poignée utile pour un départ en train et pouvoir porter un produit très encombrant. …"", ""
""évaluation:"""": 1"
33230365000011,124,5.0,1.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Eytan Edinger"", ""
""avis:"""": ""Je fais un stage dans cette entreprise. Bonne embiance et j’ai apris beaucoup de chose car mon tuteur m’expliquer tout je vous remercie pour ce stage qui m’a apris une grande partie du métier ."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Eytan Edinger"", ""
""avis:"""": ""Je fais un stage dans cette entreprise. Bonne embiance et j’ai apris beaucoup de chose car mon tuteur m’expliquer tout je vous remercie pour ce stage qui m’a apris une grande partie du métier ."", ""
""évaluation:"""": 5"
30591213100052,489,4.5,8.0,nan
87908786400028,172,3.7,3.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Elton Dimni"", ""
""avis:"""": ""Pas sérieux
Faites attention c pas un bon adresse pour les réparations les frigos !
Il te dit t'es frigo sont china …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Elton Dimni"", ""
""avis:"""": ""Pas sérieux
Faites attention c pas un bon adresse pour les réparations les frigos !
Il te dit t'es frigo sont china …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""raffaello marzocchi"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""raffaello marzocchi"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""riccardo montanari"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""riccardo montanari"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
31967982500194,190,3.7,15.0,"""
""date:"""": ""il y a 5 ans"", ""name"": ""alexandre dupont"", ""
""avis:"""": ""beaucoup trop d'arrogance dans cet entreprise (insolence)

du personnel incompétent innéficace qui prenne de haut qui se prenne pour des …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""alexandre dupont"", ""
""avis:"""": ""beaucoup trop d'arrogance dans cet entreprise (insolence)

du personnel incompétent innéficace qui prenne de haut qui se prenne pour des …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Jean-Marie Foré"", ""
""avis:"""": ""Une entreprise où il fait bon travailler : cafés offerts, yaourts dans les frigos !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Jean-Marie Foré"", ""
""avis:"""": ""Une entreprise où il fait bon travailler : cafés offerts, yaourts dans les frigos !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Toocaram Lowtoo"", ""
""avis:"""": ""Ils vous recevrez comment li est faut !"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Toocaram Lowtoo"", ""
""avis:"""": ""Ils vous recevrez comment li est faut !"", ""
""évaluation:"""": 4"
30970699200281,117,2.3,4.0,"""
""date:"""": ""il y a 4 ans"", ""name"": ""Céline Pruvost"", ""
""avis:"""": ""ATTENTION, CE N'EST PAS UN MAGASIN MAIS LE SIÈGE SOCIAL
J'ai appelé avait de me déplacer, j'ai posé des questions très précises (sur les conditions d'échanges d'un article acheté dans une autre boutique), la personne …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Céline Pruvost"", ""
""avis:"""": ""ATTENTION, CE N'EST PAS UN MAGASIN MAIS LE SIÈGE SOCIAL
J'ai appelé avait de me déplacer, j'ai posé des questions très précises (sur les conditions d'échanges d'un article acheté dans une autre boutique), la personne …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""au aucontraire mode"", ""
""avis:"""": ""Pour un entretien d'embauche. La Rh et la responsable technique très accueillantes. Pour la suite, no comments."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""au aucontraire mode"", ""
""avis:"""": ""Pour un entretien d'embauche. La Rh et la responsable technique très accueillantes. Pour la suite, no comments."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Achraf El Youssoufi"", ""
""avis:"""": null, ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Achraf El Youssoufi"", ""
""avis:"""": null, ""
""évaluation:"""": 3"
