id,siren,name,brand_name,description,address,city,postal_code,country,phone,website,logo,siret,ceo_name,ape,founded_date,turnover_2022,gouv_searched,gouv_street,gouv_city,gouv_postal_code,gouv_country,gouv_lat,gouv_lng
342,402468029,BOUL PAT SERVICE,BOUL'PAT SERVICES,,AVENUE OLIVIER PERROY,ROUSSET,13790,,,,,40246802900077,ARYZTA FRANCE,4639A,1995-09-29,34931804.0,1,Avenue Olivier Perroy,Rousset,13790,,43.470043,5.602939
503,310785811,BRACHOT,BRACHOT,,34 AVENUE DE VABRE,SAINT-ÉTIENNE-LÈS-REMIREMONT,12000,,,,,31078581100053,Dirk VAN OVERBERGHE,4673A,1977-01-01,,0,,,,,,
150,782644421,BRASSERIE MAURO,BRASSERIE MAURO ANTIBES,,67 BOULEVARD DU VAL CLARET,ANTIBES,06600,,,,,78264442100029,Nathalie BALLESTER,4634Z,1994-12-14,19721900.0,1,Boulevard du Val Claret,Antibes,06600,,43.594222,7.12237
495,308550359,BRAULT TRAVAUX PUBLICS,BRAULT TRAVAUX PUBLICS,,5 ALLEE DES CHAMPS PINSONS,BÉZIERS,31650,,,,,30855035900027,Guillaume BRAULT,4221Z,1977-01-01,,0,,,,,,
154,830856738,BSC BATI SUD CONSTRUCTION,BATI SUD CONSTRUCTION,,61 RUE ROSSINI,NICE,06000,,,,,83085673800018,Jamel FATTOUM,4399C,2017-07-10,577600.0,1,Rue Rossini,Nice,06000,,43.700753,7.257724
141,492677539,BTF CONSULTING,BTF CONSULTING,,2 RUE DE LA BOUCHERIE,CIPIÈRES,06620,,,,,49267753900016,BTF HOLDING,4671Z,2006-11-02,815100.0,1,Rue de la Boucherie,Cipières,06620,,43.783487,6.955491
114,306140039,Capelli,CAPELLI,,43 RUE DU FAUBOURG SAINT HONORE,PARIS,75008,,,,,30614003900182,Christophe CAPELLI,4110A,1976-01-01,22909000.0,1,Rue du Faubourg Saint-Honoré,Paris,75008,,48.86989,2.318287
340,400089538,CARRE BLANC BOUTIQUES,CARRE BLANC,,12 ROND-POINT DES CHAMPS ELYSEES-MARCEL DASSAU,PARIS,75008,,,,,40008953800203,CARRE BLANC EXPANSION,4751Z,1995-02-01,23621902.0,1,Rond-point des Champs Elysées-Marcel Dassault,Paris,75008,,48.86972,2.309784
186,318083110,CCAW AMPLIFON France,AMPLIFON,,9 BOULEVARD ROMAIN ROLLAND,PARIS,75014,,,,,31808311011182,Amaury DUTREIL,4774Z,1980-01-01,252402739.0,0,,,,,,
111,305546616,CEGI CENTRE D'ETUDES ET DE GESTION INFORMATIQUE,Centre d'Etudes et de Gestion Informatique,,63 BIS BOULEVARD BESSIERES,PARIS,75017,,,,,30554661600049,GT INFORMATIQUE,6202B,1976-01-01,15159711.0,1,Boulevard Bessières,Paris,75017,,48.89722,2.321802
181,313334856,CELIO France,CELIO,,21 RUE BLANQUI,SAINT OUEN SUR SEINE,93400,,,,,31333485601684,MAUDELINA,4642Z,1978-06-01,360842628.0,1,Rue Blanqui,Saint-Ouen-sur-Seine,93400,,48.906049,2.338418
450,27250026,CENTRAVET,CENTRAVET,,36 BIS RUE DELAAGE,TADEN,49100,,,,,2725002600070,Murielle VABRET,4646Z,1955-01-01,,0,,,,,,
131,430090522,CETCOM,CETCOM,,3 AVENUE MALAUSSENA,NICE,06000,,,,,43009052200011,Jean TODRANI,4321A,2000-01-01,320700.0,1,Avenue Malausséna,Nice,06000,,43.706555,7.26408
151,794986364,CHAMS,CHAMS,,1260 CHEMIN DU VAL MARTIN,VALBONNE,06560,,,,,79498636400014,MK HOLDING,6810Z,2013-09-01,8761500.0,1,Chemin du Val Martin,Valbonne,06560,,43.627435,7.012159
537,317668390,CHANTOVENT,PROMOVIN COLOMB MARECHAL SBV CMV SIMEON,,RUE DE LA CARRIERASSE,BONNIÈRES-SUR-SEINE,34490,,,,,31766839000022,Michel AGNEL,4634Z,1980-04-01,,0,,,,,,
160,843047820,CHOPARD NICE SCC,HOPCAR,,74 BOULEVARD RENE CASSIN,NICE,06200,,,,,84304782000025,E.C.L.,4511Z,2018-10-03,64107000.0,1,Boulevard René Cassin,Nice,06200,,43.670372,7.221193
454,61501615,CHRISTAUD,BILLMAT,,4 RUE PAPIAU DE LA VERRIE,ÉCHIROLLES,49000,,,,,6150161500019,Christian ROSSI,2454Z,1963-01-01,,0,,,,,,
338,398379222,CIA FRANCE ALITHYA France,I P S I,,25 RUE DE LA PETITE DURANNE,AIX-EN-PROVENCE,13080,,,,,39837922200084,Paul RAYMOND,6202A,1994-09-09,10379904.0,1,Rue de la Petite Duranne,Aix-en-Provence,13100,,43.495173,5.351625
