,ape_code,revenue_2022,resultat_exploitation_ratio_2022,last_number_of_employees,enrollment,equity_2022,current_assets_2022,gross_operating_ebitda_ratio_2022,net_result_2022,current_liabilities_2022,capital,roe_2022,net_debt_2022,reimbursement_ratio_2022,siren,siret,robustness_ratio_2022,societeinfo_growth_ratio_2022,gross_operating_ebitda_2022,resultat_d_exploitation_2022,solvability_ratio_2022,resultat_exploitation_ratio,net_result,current_assets,equity,current_liabilities,revenue,robustness_ratio,solvability_ratio,net_debt,gross_operating_ebitda,gross_operating_ebitda_ratio,CAGR_18_22,RCI_2022,RCI,total_fonds,equity_costs,RdtCpx_2022,RdtCpx,reimbursement_ratio,RCI_21_22,capital_moy_sect,enrollment_moy_sect,last_number_of_employees_moy_sect,employees_number_for_linkedin_moy_sect,revenue_2022_moy_sect,net_result_2022_moy_sect,equity_2022_moy_sect,roe_2022_moy_sect,net_debt_2022_moy_sect,current_assets_2022_moy_sect,current_liabilities_2022_moy_sect,solvability_ratio_2022_moy_sect,gross_operating_ebitda_2022_moy_sect,gross_operating_ebitda_ratio_2022_moy_sect,gross_operating_ebitda_ratio_moy_sect,reimbursement_ratio_2022_moy_sect,robustness_ratio_2022_moy_sect,societeinfo_growth_ratio_2022_moy_sect,resultat_exploitation_ratio_2022_moy_sect,resultat_d_exploitation_2022_moy_sect,resultat_exploitation_ratio_moy_sect,net_result_moy_sect,current_assets_moy_sect,equity_moy_sect,current_liabilities_moy_sect,revenue_moy_sect,reimbursement_ratio_moy_sect,robustness_ratio_moy_sect,solvability_ratio_moy_sect,net_debt_moy_sect,gross_operating_ebitda_moy_sect,CAGR_18_22_moy_sect,RCI_2022_moy_sect,RCI_moy_sect,total_fonds_moy_sect,equity_costs_moy_sect,enrollment_sum,last_number_of_employees_sum,employees_number_for_linkedin_sum,revenue_2022_sum,roe_2022_sum,net_debt_2022_sum,gross_operating_ebitda_2022_sum,resultat_d_exploitation_2022_sum,net_result_sum,revenue_sum,net_debt_sum,pdm,pdm_2022,classification
4129,4674B,253604776.0,0.1181678100573311,274.0,274.0,60080857.0,108606106.0,0.1278179043441989,20785462.0,61038763.0,1500000.0,0.3459581477008558,52510461.0,0.8739965376991876,325654713.0,32565471300420.0,0.0819600574083825,0.1630749995660335,32415231.0,29967921.0,1.7792972967030802,0.083760614341712,9727386.5,83024063.5,48942273.25,49446084.75,190249759.8,0.0603841049586487,1.6993755945167748,40927889.0,16730091.5,0.0950619536633554,0.1409567832956647,0.4369691618049803,0.2896954153322882,89870162.25,0.0572294341217793,0.3459581477008558,0.1987522412437186,1.0102939946705478,0.12,2370210.5555555555,213.3333333333333,213.3333333333333,81.85714285714286,16110941.0,433059.0,3650654.0,0.118625046361556,5500247.0,8615104.0,3690123.0,2.3346387098749823,743356.0,0.0461398251039464,0.0321719037800105,1.5066470281763211,0.0268798079516274,0.0926334964501658,0.0316998864312146,510715.0,0.0176831529236525,704814.5462962962,23934844.48148148,11847794.722222222,12120746.75925926,62232378.71111111,1.0112134651159683,0.0107999661706037,2.255731611794341,17281683.074074075,2200915.527777777,0.0458923289487845,0.0879311006479009,0.0522826581326104,29129477.79629629,0.0499122318604784,1920.0,1920.0,573.0,16110941.0,0.118625046361556,5500247.0,743356.0,510715.0,6343330.916666666,560091408.4,155535147.66666666,0.3396762688138389,15.741152301408093,Pépite
4141,4674B,17990298.0,0.1381664717282615,36.0,36.0,3747394.0,7210085.0,0.1600183054221781,2426671.0,3896966.0,4250000.0,0.6475622792799476,4092501.0,1.092092531503226,818309460.0,81830946000025.0,0.1348877600582269,0.6140165369807769,2878777.0,2485656.0,1.8501790880392592,-0.0450489415356465,-251397.5,3783281.0,-1041539.0,-987417.0,9033298.2,-0.0318455956751883,1.646359095250547,5007450.4,68471.5,-0.0232476299331232,0.3732664074354875,0.7324430544148882,-0.0526961673113661,3965911.4,0.0168688569290781,0.6475622792799476,0.2413711824521213,0.9480365113548316,0.53,2370210.5555555555,213.3333333333333,213.3333333333333,81.85714285714286,16110941.0,433059.0,3650654.0,0.118625046361556,5500247.0,8615104.0,3690123.0,2.3346387098749823,743356.0,0.0461398251039464,0.0321719037800105,1.5066470281763211,0.0268798079516274,0.0926334964501658,0.0316998864312146,510715.0,0.0176831529236525,704814.5462962962,23934844.48148148,11847794.722222222,12120746.75925926,62232378.71111111,1.0112134651159683,0.0107999661706037,2.255731611794341,17281683.074074075,2200915.527777777,0.0458923289487845,0.0879311006479009,0.0522826581326104,29129477.79629629,0.0499122318604784,1920.0,1920.0,573.0,16110941.0,0.118625046361556,5500247.0,743356.0,510715.0,6343330.916666666,560091408.4,155535147.66666666,0.0161282570389808,1.1166509765010002,Pépite
4361,8610Z,157818.0,0.720044608346323,6.0,6.0,905940.0,809620.0,0.720044608346323,288101.0,905940.0,38440.0,0.318013334216394,426446.0,0.4707221228778948,433171618.0,43317161800013.0,0.7351670595610158,0.0889482291084477,113636.0,113636.0,0.8936794931231649,0.3837846682345119,229040.5,357423.5,901036.0,901036.0,406195.25,1.6051190100869177,0.4746110359276123,164181.6,72077.0,0.4265140940741884,-0.0781956608849962,-2.991081810631229,-0.4213304513785095,1065217.6,0.0722935182445352,0.318013334216394,0.254196835642527,1.0,-2.4,311342.3333333333,97.33333333333331,97.33333333333331,24.25,6550491.0,294040.0,2686441.5,0.1267322006271374,2656850.5,3007412.0,2807184.5,1.1692501295698745,790504.0,0.1221428844384727,0.0892737963731555,1.133998042348198,0.0451026135860434,0.0194219421579307,0.0608428748534823,399480.5,0.0658482517058459,417969.5515873016,6017903.757936508,3955401.9166666665,4099085.98015873,9116175.135714283,1.0482715291111524,0.0430934051435842,1.5696125490677435,4024211.665079365,845067.8412698412,0.0119247583376815,-0.1816088111654558,0.1410782598889537,7979613.581746031,0.0543298313885921,2044.0,2044.0,291.0,13100982.0,0.2534644012542749,5313701.0,1581008.0,798961.0,8777360.583333332,191439677.85,84508444.96666667,0.0021217923816099,0.0120462725618583,À potentiel
4414,8610Z,5853539.0,0.0595087860523351,63.0,63.0,1619935.0,2717492.0,0.1359054753030602,275804.0,1861420.0,380000.0,0.1702562139838944,2428726.0,1.4992737362918882,396720286.0,39672028600030.0,0.0471174788448492,0.0389843279217523,795528.0,348337.0,1.4599026549623406,0.0032788209896771,34389.0,2733855.25,1138560.25,1250140.75,6257195.0,0.0135954605255157,2.0278468834289467,2876266.4,206530.25,0.0324607114997766,-0.0372106919394173,0.322173835845583,0.0231776396335009,4014826.65,0.0441794447090262,0.1702562139838944,0.0302039351892005,1.0980014013311987,0.28,311342.3333333333,97.33333333333331,97.33333333333331,24.25,6550491.0,294040.0,2686441.5,0.1267322006271374,2656850.5,3007412.0,2807184.5,1.1692501295698745,790504.0,0.1221428844384727,0.0892737963731555,1.133998042348198,0.0451026135860434,0.0194219421579307,0.0608428748534823,399480.5,0.0658482517058459,417969.5515873016,6017903.757936508,3955401.9166666665,4099085.98015873,9116175.135714283,1.0482715291111524,0.0430934051435842,1.5696125490677435,4024211.665079365,845067.8412698412,0.0119247583376815,-0.1816088111654558,0.1410782598889537,7979613.581746031,0.0543298313885921,2044.0,2044.0,291.0,13100982.0,0.2534644012542749,5313701.0,1581008.0,798961.0,8777360.583333332,191439677.85,84508444.96666667,0.032684943216958,0.4468015451055501,À potentiel
4426,8610Z,16218499.0,0.1801121053187474,84.0,84.0,7760776.0,6246587.0,0.2333604977871256,2019446.0,7864633.0,69364.0,0.260211865411397,6319789.0,0.8143243665324189,67803452.0,6780345200019.0,0.1245149751527561,0.1026783762639226,3784757.0,2921148.0,0.7942629999390944,0.1260061136067187,1190193.0,4536152.25,3568773.25,3646206.75,14789218.4,0.0905168772672106,1.1636834948295192,7799472.6,2241745.25,0.1539613101817795,0.0311600331880411,-1.2480770015191165,1.3373774012004105,11368245.85,0.0456962353607087,0.260211865411397,0.3335019953985588,1.02169751188311,-2.62,311342.3333333333,97.33333333333331,97.33333333333331,24.25,6550491.0,294040.0,2686441.5,0.1267322006271374,2656850.5,3007412.0,2807184.5,1.1692501295698745,790504.0,0.1221428844384727,0.0892737963731555,1.133998042348198,0.0451026135860434,0.0194219421579307,0.0608428748534823,399480.5,0.0658482517058459,417969.5515873016,6017903.757936508,3955401.9166666665,4099085.98015873,9116175.135714283,1.0482715291111524,0.0430934051435842,1.5696125490677435,4024211.665079365,845067.8412698412,0.0119247583376815,-0.1816088111654558,0.1410782598889537,7979613.581746031,0.0543298313885921,2044.0,2044.0,291.0,13100982.0,0.2534644012542749,5313701.0,1581008.0,798961.0,8777360.583333332,191439677.85,84508444.96666667,0.0772526289538989,1.237960558987105,Pépite
4435,8610Z,11579862.0,0.3410167582307976,28.0,28.0,3475459.0,5062472.0,0.3717965723598433,2904446.0,3707460.0,15000.0,0.8357014138276412,1638657.0,0.4714936933510077,493791875.0,49379187500039.0,0.2508187057842312,0.3140664088054846,4305353.0,3948927.0,1.3654825675799604,0.1620305965758794,784982.25,1841270.0,1206759.75,1259510.0,6272556.4,0.1499386546210034,1.4202292850049338,939751.0,1166844.75,0.1852908297306497,0.5060477140975607,2.143483600145238,1.3493231745049503,2146510.75,0.0581097998228054,0.8357014138276412,0.6504875970548405,1.043712304789748,0.64,311342.3333333333,97.33333333333331,97.33333333333331,24.25,6550491.0,294040.0,2686441.5,0.1267322006271374,2656850.5,3007412.0,2807184.5,1.1692501295698745,790504.0,0.1221428844384727,0.0892737963731555,1.133998042348198,0.0451026135860434,0.0194219421579307,0.0608428748534823,399480.5,0.0658482517058459,417969.5515873016,6017903.757936508,3955401.9166666665,4099085.98015873,9116175.135714283,1.0482715291111524,0.0430934051435842,1.5696125490677435,4024211.665079365,845067.8412698412,0.0119247583376815,-0.1816088111654558,0.1410782598889537,7979613.581746031,0.0543298313885921,2044.0,2044.0,291.0,13100982.0,0.2534644012542749,5313701.0,1581008.0,798961.0,8777360.583333332,191439677.85,84508444.96666667,0.0327651846808621,0.8838926730835902,Pépite
4489,6622Z,14464813.0,0.8210695845151956,31.0,31.0,13498768.0,17278116.0,0.7809040876185518,8827207.0,13553571.0,1000000.0,0.6539268620662271,3736887.0,0.276831707901047,789786977.0,78978697700015.0,0.6102537931185146,0.0761130902722136,11915330.0,11876618.0,1.274801747819818,0.717430249477135,5048382.0,12273698.5,8664648.0,8537842.25,10567706.2,0.5206873729181395,1.511372803266922,3756672.6,7309402.25,0.7329725578848729,0.3034117956950284,2.3700094910922007,1.3513319737610354,12421320.6,0.064878127209759,0.6539268620662271,0.5826413259950087,0.9853651585153834,-0.04,960142.5,47.91666666666666,47.91666666666666,46.55555555555556,18410322.0,2616157.0,10647104.0,0.3218196368082349,6689136.333333333,10955128.333333334,10660771.666666666,1.4193614613228112,3202521.0,0.2143951579718226,0.1438170934549768,0.8637835914742501,0.1725570832905711,-0.0345466498983602,0.215045054540465,3266874.0,0.1461814518367931,927772.5208333334,6530580.430555556,4191945.9583333335,4338191.701388889,9257051.934722222,1.050157819068332,0.0928430431448379,1.5440187018181426,6289797.476388889,1410436.625,0.0370228590269061,0.2220129364502282,0.089798653937599,10481743.434722222,0.0548010921263928,575.0,575.0,419.0,55230966.0,0.9654589104247048,20067409.0,9607563.0,9800622.0,11133270.25,111084623.21666668,75477569.71666667,0.0951320344255753,0.2618967953593279,Pépite
4538,6622Z,383162480.0,0.0805183847854831,1961.0,1961.0,396118046.0,1076067819.0,0.2720680323397009,63287636.0,458296563.0,1432600.0,0.1597696359433218,971948694.0,2.453684460515591,311248637.0,31124863700804.0,0.1651717986583655,0.0253046937583669,104246262.0,30851624.0,2.347972701248471,0.0666834801187221,91113536.0,948908932.5,369207064.75,431742197.25,396664286.6,0.2161574588127829,2.2614738433658195,946216398.0,91154883.75,0.2286738822660096,-0.0191413989629205,0.1024450966038471,0.1761782608774236,1315423462.75,0.0440337722111989,0.1597696359433218,0.2467816699599056,1.1693768577866843,-0.11,960142.5,47.91666666666666,47.91666666666666,46.55555555555556,18410322.0,2616157.0,10647104.0,0.3218196368082349,6689136.333333333,10955128.333333334,10660771.666666666,1.4193614613228112,3202521.0,0.2143951579718226,0.1438170934549768,0.8637835914742501,0.1725570832905711,-0.0345466498983602,0.215045054540465,3266874.0,0.1461814518367931,927772.5208333334,6530580.430555556,4191945.9583333335,4338191.701388889,9257051.934722222,1.050157819068332,0.0928430431448379,1.5440187018181426,6289797.476388889,1410436.625,0.0370228590269061,0.2220129364502282,0.089798653937599,10481743.434722222,0.0548010921263928,575.0,575.0,419.0,55230966.0,0.9654589104247048,20067409.0,9607563.0,9800622.0,11133270.25,111084623.21666668,75477569.71666667,3.570829833273325,6.937457512512093,À potentiel
4674,7022Z,72190916.0,0.2148231226211342,100.0,100.0,46292668.0,95507511.0,0.2214827001225472,10490512.0,47201790.0,190500.0,0.2266128191185697,74768307.0,1.6151220102500896,418652798.0,41865279800020.0,0.1453162334164038,0.2511115583945227,15989039.0,15508278.0,2.023387481703554,0.1891488667050513,6446162.75,94991825.5,44679893.5,46103853.0,58011866.2,0.123033388171835,2.0479635089296115,78482327.0,11181583.0,0.2034081286547256,0.0153892435901738,0.2171691423465142,0.1318558005243518,123162220.5,0.0481386359058052,0.2266128191185697,0.1442743535187701,1.0318702527793626,0.07,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.2517421679531238,4.301753673829193,À potentiel
4675,7022Z,35472963.0,0.1972510444081031,97.0,97.0,12969705.0,28145492.0,0.1976846422442918,5786621.0,13019706.0,80000.0,0.4461644270243617,15445717.0,1.1909073490877395,387789175.0,38778917500081.0,0.1631276473859824,0.5019331911068763,7012460.0,6997079.0,2.1617609491335674,0.1852596827661123,2608068.75,11304937.25,6028860.25,6028859.75,24947353.0,0.1276020984173854,1.934524942881749,7469487.0,3045258.25,0.1386139043227613,0.1052145175718358,0.3825666315786829,0.4943196437125876,13498347.25,0.0523318460339653,0.4461644270243617,0.4325973138952756,0.9999999170655848,,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.1082588983995117,2.113783248114722,Pépite
4703,7022Z,8891121.0,0.4657323862761512,30.0,30.0,5912792.0,5771359.0,0.4829213324169135,3136522.0,5912792.0,200000.0,0.5304637809007995,2011052.0,0.3401188474074515,519490361.0,51949036100036.0,0.3527701400082171,0.5721160170820961,4293712.0,4140883.0,0.9760801665270824,0.4424500629904854,1696925.5,4292188.25,3540096.5,3540096.25,6096065.6,0.3220697420884001,1.1933945960161296,1590077.6,2489792.5,0.4626645878142046,0.0857307972275759,-22.176733859848834,2.256273833520367,5130174.1,0.0645026935830501,0.5304637809007995,0.4793444190010074,0.999999929380456,-8.8,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.0264538424748773,0.5298092134779103,Pépite
4718,7022Z,11030465.0,0.1575285357416935,57.0,57.0,3242834.0,8563357.0,0.2155915457779885,345934.0,5035562.0,784500.0,0.1066764441226408,3552005.0,1.0953397552881214,518942081.0,51894208100085.0,0.0313616878345563,0.2014593575850879,2378075.0,1737613.0,1.7005762216809166,-0.0095750085066576,-361476.25,7066721.25,2603097.75,3869055.0,11776543.0,-0.0280562039009168,1.9466026327294368,4480256.0,9300.75,0.0043920150648538,-0.1092165665484556,0.098059552780136,-0.1130437705936321,7083353.75,0.0483747546845306,0.1066764441226408,-0.1388638786230751,1.4863272038093844,0.31,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.0511042422871268,0.6572896697666827,À potentiel
4739,7022Z,5322257.0,0.1449308066108044,100.0,100.0,1926689.0,3352603.0,0.1457353525017675,679448.0,2010042.0,150800.0,0.3526505834620948,1400303.0,0.7267924402952423,404458606.0,40445860600021.0,0.1276616292674329,0.3468762684876539,775641.0,771359.0,1.6679268393396756,0.1795667772459639,805005.0,4245519.5,2112027.25,2123924.0,6109858.6,0.1112502383441644,1.96930766204778,2020548.8,1371114.75,0.183799096581573,-0.1121364592714889,0.5060835224619217,0.3794337799076214,4132576.05,0.0555533984667989,0.3526505834620948,0.381152752645592,1.0056328581934726,0.63,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.0265136971210044,0.3171457001988053,À potentiel
4745,7022Z,27103478.0,0.4965400381456579,34.0,34.0,53781408.0,68053217.0,0.5298216339615159,10714197.0,53781409.0,7921030.0,0.199217487946764,31312723.0,0.5822220757031873,440577278.0,44057727800037.0,0.3953070893705966,0.4392492267550454,14360009.0,13457962.0,1.265366941204534,0.4025527653200761,5101285.25,49195471.25,34225457.0,34641250.25,18745405.2,0.3201572630536352,1.4045668072848858,30331717.8,7155551.5,0.4243275848252115,0.1017162696641699,0.7507245753306099,0.3505021155031245,64557174.8,0.0565078646223533,0.199217487946764,0.149049441472761,1.0121486544357905,0.15,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.0813455807116882,1.6150575795443394,Pépite
4765,7022Z,69202881.0,0.2028461358422346,852.0,852.0,16893508.0,45480952.0,0.2304477179208767,10042779.0,17138039.0,451284.0,0.5944756411752965,31579644.0,1.869336078687742,390174621.0,39017462100339.0,0.1451208223542023,0.1862824386956215,15947646.0,14037537.0,2.653801406333596,0.1420875979960799,3681192.5,16724814.0,5332191.0,5429125.75,32973533.8,0.1226074980467974,3.010322965891445,16766769.0,3338120.25,0.0613028308743575,1.1378425312281018,0.3543312220589323,0.3258935992678445,22098960.0,0.0420643482770229,0.5944756411752965,0.6903714626876644,1.0181791593736984,-0.0,834930.9444444445,133.22222222222223,133.22222222222223,183.6875,8390870.5,237708.5,2249258.0,0.1657858889963913,5330711.5,5882208.0,2251713.0,2.700760996419576,715661.0,0.0781189640643616,0.0754972040963122,2.169834536054964,0.0289893390169771,0.1652373917544908,0.0433309869234182,436866.0,0.0587724129417769,454420.2222222223,8327360.75,2883799.388888889,3071381.620370371,12802310.72037037,1.0447628267272946,0.0346954924306525,2.9386750427727097,7175430.772222223,883361.337962963,0.1526838399344627,0.0930791350952053,0.1059126258487635,10059230.16111111,0.0452379761665731,2398.0,2398.0,2939.0,16781741.0,0.3315717779927826,10661423.0,1431322.0,436866.0,8179564.0,230441592.96666667,129157753.9,0.1430884649576676,4.123700931863983,Pépite
4792,4643Z,9973885.0,0.1416202412600506,100.0,100.0,9932987.0,5986695.0,0.1071939369663877,900810.0,9932986.0,510000.0,0.0906887324024485,3854293.0,0.3880296027770901,319176749.0,31917674900210.0,0.0903168624863832,3.8340081188225614,1069140.0,1412504.0,0.6027084906794392,0.2376127754204843,445506.0,5387163.0,4976535.0,4984035.25,7763280.0,0.1219723727967571,0.9825823572949924,3885682.2,493501.0,0.1730806206808738,-0.2891452008156606,-0.2282675048545583,1.1051236239628752,8862217.2,0.0580772570096792,0.0906887324024485,0.0895213235715211,1.001507122927901,-0.69,1115384.5,51.0,51.0,27.166666666666668,24224233.0,120290.0,2092446.6666666667,0.0506051479581389,4577001.0,5799244.666666667,2092447.6666666667,2.75874276380858,272708.3333333333,0.0147185922510096,0.0283703521033271,2.1773261919532736,0.0063095320213129,0.0096016829240808,0.0073146988334327,195472.0,0.0146336328806548,444211.1875,8862754.40625,3846050.34375,4081207.0,22907348.16875,1.022785160166119,0.0164347809998412,2.5288087317716905,6109385.012499999,827749.90625,0.0402199325897763,0.0291318821939218,0.080689382499552,9955435.35625,0.0490803884565605,408.0,408.0,163.0,48448466.0,0.1518154438744167,13731003.0,818125.0,390944.0,3553689.5,183258785.35,48875080.1,0.0423623892583003,0.2058658575485135,À potentiel
4842,6831Z,177305148.0,0.2373438530955683,4686.0,4686.0,33606526.0,88218304.0,0.2580310696900916,29507235.0,45329395.0,2720000.0,0.8780209831864204,46488893.0,1.3833293271669913,329570857.0,32957085700865.0,0.1664206332012424,0.1406877722947079,45750237.0,42082287.0,1.9461610727431944,0.1869770777908445,18543061.25,72875474.5,22644464.75,35052562.75,149429691.8,0.131424027244049,2.060969166740444,42649796.6,33451348.0,0.2247416878676693,0.0779595642164097,0.6879922032989928,0.4902600141566308,65294261.35,0.0473403177260998,0.8780209831864204,0.818878319921428,1.5479528059942331,-0.01,202638.6,55.6,55.6,61.0,8099242.0,1142767.0,2948820.0,0.3875336575308089,4609415.0,7512107.0,3140698.0,2.391859070818016,1758441.0,0.1570249151581589,0.0834760968039054,1.563138814847973,0.1020465805907299,0.0921240555448706,0.1330806919936663,1490302.0,0.0771804565147852,726702.8,7186159.5,2030261.7,2069246.0,13895120.78,1.0129019695261336,0.0530492466093605,3.977179420308992,5484302.32,1089719.2,0.169383698941671,0.2614184579845994,0.1802591666012885,7514564.02,0.0435440359987508,278.0,278.0,305.0,16198484.0,0.3875336575308089,4609415.0,1758441.0,1490302.0,3633514.0,69475603.9,27421511.6,2.150822496125147,10.945786531628515,Pépite
5037,6202B,6150743.0,0.2728491500945496,18.0,18.0,1692685.0,2698229.0,0.2798580594246906,1258744.0,1692684.0,10000.0,0.7436374753719682,1294673.0,0.7648635156570773,751818550.0,75181855000038.0,0.204649096865208,0.3966680207790014,1721335.0,1678225.0,1.5940535859026257,0.0846137361188117,235245.75,1143613.75,375558.0,375558.25,3088195.0,0.091632752526994,3.283852232507158,988838.2,349256.5,0.0995688659802826,0.7905607938878235,1.251802753730564,0.306287436259489,1364396.2,0.0437627911892454,0.7436374753719682,0.6263899317815091,1.0000006656761409,0.6,4000000.0,35.0,35.0,,,,,,,,,,,,0.2678658897257839,,,,,,0.0090876203342721,66822.5,3646128.25,2292270.75,2400205.5,7283522.75,1.0470863880281158,0.008727375652228,1.4727843751833012,5645860.0,2006607.75,0.1272988577003237,,0.0536329399234422,7938130.75,0.0444383534498975,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,66822.5,7283522.75,5645860.0,0.423997439975045,inf,Pépite
5063,4110C,83192811.0,0.4341339181338637,19.0,19.0,36500265.0,55844963.0,0.4348997895984065,25941686.0,36500264.0,5000002.0,0.7107259632224588,19725944.0,0.5404328982269033,408627354.0,40862735400116.0,0.3118260542969271,0.4123306646182481,36180536.0,36116821.0,1.5299879200873725,0.1165733502517985,6566248.25,53397945.25,20729328.5,20729328.5,70478840.2,0.1308245705520863,3.020190826778464,30352329.6,9072356.25,0.1172665274281038,0.2215618666802938,1.3410229851599138,0.2009956007702713,51081658.1,0.0502903833499484,0.7107259632224588,0.3167612617070543,1.0,1.33,100000.0,,,,5700000.0,,,,,,,,,,0.1563588452572936,,,,,,0.1549446151363264,410782.3333333333,10723815.666666666,510782.3333333333,510781.3333333333,4478056.75,0.9999980422188968,0.1176806492328074,10.0,10213034.333333334,536036.3333333334,0.7109051820291479,,0.0402213798491424,10723816.666666668,0.0323815323835263,0.0,0.0,0.0,5700000.0,0.0,0.0,0.0,0.0,410782.3333333333,4478056.75,10213034.333333334,15.73871081468541,14.59523,Pépite
5100,7010Z,9064283.0,0.5817958243360231,5.0,5.0,24328747.0,24747744.0,0.6705091842344287,303462.0,24328749.0,1600000.0,0.0124733920739937,11456970.0,0.4709231428975771,480105733.0,48010573300012.0,0.033478875273422,0.2483860940411395,6077685.0,5273562.0,1.01722221722128,0.5720646466171094,4822667.5,32336530.25,20304957.0,20304958.0,7074728.2,0.6116245000284154,1.4890234814626016,19289418.0,4036496.75,0.5904364177333622,0.2473672730695479,0.7242616260337236,0.4008343547951515,39594375.0,0.0556412141876213,0.0124733920739937,0.2375118302392859,1.0000000492490575,0.52,27923073.166666668,77.83333333333333,77.83333333333333,625.75,38485180.0,9655937.0,94324193.0,0.10236967519033,111229060.0,12052171.5,95063278.5,0.126780515990725,2306711.5,0.119875313042579,0.0618042217952633,1.1792209025313367,0.5018002774054844,-0.0271107830608,0.0597553915559184,2299697.0,-0.0105985520628605,3145800.375,19820295.33333333,75056894.0,75806613.58333333,18678691.125,1.012409002769563,0.1476033430522631,0.5975371444921581,54196011.225,1064348.9583333333,-0.0480018271752509,-0.1163210243660526,-0.0190646840896821,129252905.225,0.0594187977968995,467.0,467.0,2503.0,38485180.0,0.10236967519033,222458120.0,4613423.0,2299697.0,18874802.25,112072146.75,325176067.35,0.0631265520038769,0.2355265845190278,Pépite
