,ape_code,revenue_2022,resultat_exploitation_ratio_2022,last_number_of_employees,enrollment,equity_2022,current_assets_2022,gross_operating_ebitda_ratio_2022,net_result_2022,current_liabilities_2022,capital,roe_2022,net_debt_2022,reimbursement_ratio_2022,siren,siret,robustness_ratio_2022,societeinfo_growth_ratio_2022,gross_operating_ebitda_2022,resultat_d_exploitation_2022,solvability_ratio_2022,resultat_exploitation_ratio,net_result,current_assets,equity,current_liabilities,revenue,robustness_ratio,solvability_ratio,net_debt,gross_operating_ebitda,gross_operating_ebitda_ratio,CAGR_18_22,RCI_2022,RCI,total_fonds,equity_costs,RdtCpx_2022,RdtCpx,reimbursement_ratio,RCI_21_22,capital_moy_sect,enrollment_moy_sect,last_number_of_employees_moy_sect,employees_number_for_linkedin_moy_sect,revenue_2022_moy_sect,net_result_2022_moy_sect,equity_2022_moy_sect,roe_2022_moy_sect,net_debt_2022_moy_sect,current_assets_2022_moy_sect,current_liabilities_2022_moy_sect,solvability_ratio_2022_moy_sect,gross_operating_ebitda_2022_moy_sect,gross_operating_ebitda_ratio_2022_moy_sect,gross_operating_ebitda_ratio_moy_sect,reimbursement_ratio_2022_moy_sect,robustness_ratio_2022_moy_sect,societeinfo_growth_ratio_2022_moy_sect,resultat_exploitation_ratio_2022_moy_sect,resultat_d_exploitation_2022_moy_sect,resultat_exploitation_ratio_moy_sect,net_result_moy_sect,current_assets_moy_sect,equity_moy_sect,current_liabilities_moy_sect,revenue_moy_sect,reimbursement_ratio_moy_sect,robustness_ratio_moy_sect,solvability_ratio_moy_sect,net_debt_moy_sect,gross_operating_ebitda_moy_sect,CAGR_18_22_moy_sect,RCI_2022_moy_sect,RCI_moy_sect,total_fonds_moy_sect,equity_costs_moy_sect,enrollment_sum,last_number_of_employees_sum,employees_number_for_linkedin_sum,revenue_2022_sum,roe_2022_sum,net_debt_2022_sum,gross_operating_ebitda_2022_sum,resultat_d_exploitation_2022_sum,net_result_sum,revenue_sum,net_debt_sum,pdm,pdm_2022,classification
1753,7120B,,,974.0,974.0,34656092.0,137124827.0,,15856287.0,61228477.0,15800100.0,0.4575324592282361,82371498.0,2.3768259271703225,790182786.0,79018278600950.0,,,50205948.0,,2.2395596578369896,0.1252302563294147,9768182.25,143479250.5,31470983.0,63938497.25,133599073.75,0.0732801227535195,2.2468963091315617,85417955.0,47271623.25,0.3535986242300287,-0.023455057943807,0.2089202840452801,0.1228072635834637,116888938.0,0.043461916729879,0.4575324592282361,0.3103869443798435,2.031665081767545,0.03,3000143.2,287.9,287.9,447.9,12072409.5,281005.5,6111561.5,-0.0349926843184644,4947645.5,5124632.5,6636111.5,1.6737321367819773,1228409.0,0.0879589490033157,0.0925417582083987,1.7549436128804952,0.0098177945176061,0.0959282036505202,0.0123427834617801,357885.0,0.0500259734620762,719482.95,10454959.325,5111324.325,5928946.55,19990466.076666668,1.1137367175572934,0.0440211330458371,2.1341688548598823,7909022.130000001,2018078.3,0.0710983239521878,-0.1073212770369025,0.1412381345423894,13020346.455000002,0.0487765368489489,2879.0,2879.0,4479.0,24144819.0,-0.0699853686369288,9895291.0,2456818.0,715770.0,7194829.5,199904660.76666668,79090221.30000001,0.6683139514487855,,À potentiel
1783,4639A,,,32.0,32.0,848741.0,2255349.0,,0.0,848741.0,450000.0,0.0,1813807.0,2.137055945217681,309287019.0,30928701900025.0,,,0.0,,2.657287676688177,-0.0049612836854344,-10196.25,871792.25,367296.5,367297.25,7097040.0,-0.0028137599311203,2.4664624570702385,949848.2,88261.0,0.0243565296339938,0.0432956269631736,0.0,-0.0202108048642702,1317144.7,0.0439429061970184,0.0,-0.0277602699726242,1.0000020419470372,0.0,437328.0909090909,44.81818181818182,44.81818181818182,12.666666666666666,29306737.25,508054.0,4496035.0,0.1306682490309591,8538566.0,12101160.666666666,4531002.333333333,2.6447987534101345,1925645.6666666667,0.0525701749602638,0.0345387020982764,1.8212998194686687,0.0188152594753284,0.3610875739577411,0.035892978370563,1335733.6666666667,0.0215494540323763,278497.9318181818,6073154.25,2898727.265151515,2948287.5606060605,24626546.777272727,1.0195613876894156,0.0129463623444155,2.4573728412063,4733514.101515152,792956.3181818182,-0.017425561413652,0.1158423804957876,0.0969993866657605,7632241.366666666,0.0495363659596747,493.0,493.0,38.0,117226949.0,0.3920047470928774,25615698.0,5776937.0,4007201.0,3063477.25,270892014.55,52068655.11666667,0.0261987789185644,,Pépite
1793,4639A,12351295.0,0.0791904006826814,32.0,32.0,1341511.0,4317421.0,0.1473079543481068,533523.0,1612019.0,39987.0,0.3977030378431485,2946271.0,2.196233202709482,402311880.0,40231188000031.0,0.0431957134859138,0.39062360846667,1819444.0,978104.0,2.6782693007960825,0.0392499914075162,269707.5,3582662.0,774441.25,947961.5,10395302.4,0.0296267794078656,3.62990775400414,2873950.6,1202749.5,0.1214012568733025,-0.0489417422331162,0.1972065519283271,0.1023674227867645,3648391.85,0.0406134604209249,0.3977030378431485,0.348260762194679,1.224058635822924,0.1,437328.0909090909,44.81818181818182,44.81818181818182,12.666666666666666,29306737.25,508054.0,4496035.0,0.1306682490309591,8538566.0,12101160.666666666,4531002.333333333,2.6447987534101345,1925645.6666666667,0.0525701749602638,0.0345387020982764,1.8212998194686687,0.0188152594753284,0.3610875739577411,0.035892978370563,1335733.6666666667,0.0215494540323763,278497.9318181818,6073154.25,2898727.265151515,2948287.5606060605,24626546.777272727,1.0195613876894156,0.0129463623444155,2.4573728412063,4733514.101515152,792956.3181818182,-0.017425561413652,0.1158423804957876,0.0969993866657605,7632241.366666666,0.0495363659596747,493.0,493.0,38.0,117226949.0,0.3920047470928774,25615698.0,5776937.0,4007201.0,3063477.25,270892014.55,52068655.11666667,0.0383743404812742,0.1053622490848925,À potentiel
1795,4639A,24068318.0,0.1240656700646883,64.0,64.0,4682007.0,8989859.0,0.1869120226847593,1872722.0,5084845.0,180000.0,0.3999827424435717,5182186.0,1.1068300410486358,338472160.0,33847216000047.0,0.0778085946845143,0.2271183035930516,4498658.0,2986052.0,1.7679710984307289,0.1046350579072298,1364088.0,7594216.75,2674807.5,3015849.0,21695136.4,0.0669814368329841,2.547456436090729,5001521.4,-21338020.5,-1.0652410980681573,-0.0241173738803126,0.479568575170281,0.2979419903523477,7676328.9,0.0474224393902663,0.3999827424435717,0.5099761384697777,1.1275013248616956,0.1,437328.0909090909,44.81818181818182,44.81818181818182,12.666666666666666,29306737.25,508054.0,4496035.0,0.1306682490309591,8538566.0,12101160.666666666,4531002.333333333,2.6447987534101345,1925645.6666666667,0.0525701749602638,0.0345387020982764,1.8212998194686687,0.0188152594753284,0.3610875739577411,0.035892978370563,1335733.6666666667,0.0215494540323763,278497.9318181818,6073154.25,2898727.265151515,2948287.5606060605,24626546.777272727,1.0195613876894156,0.0129463623444155,2.4573728412063,4733514.101515152,792956.3181818182,-0.017425561413652,0.1158423804957876,0.0969993866657605,7632241.366666666,0.0495363659596747,493.0,493.0,38.0,117226949.0,0.3920047470928774,25615698.0,5776937.0,4007201.0,3063477.25,270892014.55,52068655.11666667,0.0800877664704863,0.2053138651591111,À potentiel
1809,4676Z,5943342.0,0.0581359780406377,,,915200.0,2280752.0,0.0592301435791512,250154.0,935199.0,111000.0,0.2733326048951049,1530751.0,1.67258631993007,404954026.0,40495402600021.0,0.0420897871938044,0.1159474605441484,352025.0,345522.0,2.438787894341204,0.0221113299138633,43308.5,1632780.0,592740.0,595240.25,5393691.0,0.018542787395882,2.692129468567702,1279830.2,72280.0,0.0179219696038148,0.0952848161229864,0.1859116660584904,0.0417415332761949,1872570.2,0.0458269099871396,0.2733326048951049,0.0730649188514357,1.004218122616999,0.11,534114.5714285715,36.142857142857146,36.142857142857146,32.0,,,,,,,,,,,0.0521236235456582,,,,,1238498.0,0.0424542613217795,745090.25,8942049.82142857,4881849.25,5050078.535714285,22468621.785714287,1.021859006608779,0.0296184641758039,1.8577662022217984,5137753.821428572,1297704.5,0.0837571395935067,,0.1702256499064839,10019603.07142857,0.0541306323665885,253.0,253.0,128.0,0.0,0.0,0.0,0.0,1238498.0,5215631.75,157280352.5,35964276.75,0.0342934823979365,inf,Pépite
1815,4676Z,14716763.0,0.1008736771802331,39.0,39.0,6893468.0,8106854.0,0.1102213849608096,1104317.0,6893469.0,632880.0,0.160197595752965,3548143.0,0.514710882824146,446420325.0,44642032500040.0,0.0750380365573598,0.125429307685031,1622102.0,1484534.0,1.176019504838565,0.0786196359780245,0.0,0.0,0.0,-19291.75,12086719.2,0.0150076073114719,0.5880097524192825,725062.0,0.0,0.0,0.0615770497558439,0.9101126188307916,0.0,725062.0,0.03,0.160197595752965,0.160197595752965,0.514710882824146,,534114.5714285715,36.142857142857146,36.142857142857146,32.0,,,,,,,,,,,0.0521236235456582,,,,,1238498.0,0.0424542613217795,745090.25,8942049.82142857,4881849.25,5050078.535714285,22468621.785714287,1.021859006608779,0.0296184641758039,1.8577662022217984,5137753.821428572,1297704.5,0.0837571395935067,,0.1702256499064839,10019603.07142857,0.0541306323665885,253.0,253.0,128.0,0.0,0.0,0.0,0.0,1238498.0,5215631.75,157280352.5,35964276.75,0.0768482458735588,inf,Pépite
1874,4674A,,,7.0,7.0,3678618.0,4182279.0,,0.0,3678619.0,7622.0,0.0,683160.0,0.185711046920338,395275845.0,39527584500026.0,,,0.0,,1.1369155109566933,0.1013679823303543,275380.75,2398413.75,1817124.5,1567125.25,5073771.0,0.0722180638682141,1.4285645977004344,912312.4,381749.0,0.100144041713842,0.0083758627128081,0.0,0.3312697697610396,2729436.9,0.0632875345094074,0.0,0.1515475411838869,0.8624204065269055,-0.18,781175.0,54.75,54.75,27.857142857142858,5074118.0,136368.0,2169888.0,0.0628456399592974,931564.0,3010723.0,2169887.0,1.3875022063360902,227373.0,0.0448103493060271,0.0436272487991758,0.4293143240572785,0.0268752125985245,-0.0107722717766869,0.0353233803392037,476986.0,0.0438338346272716,252289.40625,5196342.135416667,2930760.65625,2967699.90625,13939629.329166666,1.0139060165619664,0.0183659792564079,1.8132013640396407,3293713.8270833334,594593.6041666667,0.0292714004724639,0.1621814479874791,0.2161843574390971,6224474.483333332,0.0567330277648692,438.0,438.0,195.0,5074118.0,0.0628456399592974,931564.0,227373.0,953972.0,2018315.25,111517034.63333333,26349710.616666667,0.0454977216412048,,À potentiel
1897,4652Z,18533860.0,0.0990509802059581,29.0,29.0,9456303.0,10892702.0,0.1114324269202421,1330781.0,9512931.0,3048980.0,0.1407295218860901,3932493.0,0.4158594537421231,379414162.0,37941416200048.0,0.0718026897796789,0.0944484107230063,2065273.0,1835797.0,1.14504162807446,0.0385220313031067,419254.25,9209611.0,7373273.25,7442878.25,16079482.2,0.0354777208692298,1.2171544900168734,4002791.6,833651.5,0.0529890828031588,0.0494330786131889,0.964494108080254,0.2373048498704741,11376064.85,0.0624069585890238,0.1407295218860901,0.0568613471635545,1.0094401763829923,0.58,509303.3076923077,31.384615384615383,31.384615384615383,48.833333333333336,10727795.5,1232688.0,5455142.0,0.2259680866235929,7846025.0,13065158.0,5467931.0,2.389415301692724,1825705.0,0.1151458182794952,0.0539995441635078,1.4382806167098858,0.0777446895546183,0.1417184494523194,0.0983363534036668,1559181.0,0.0420178200877747,394659.1602564103,6601595.615384615,3673154.0897435895,3722722.230769231,12593293.044871796,1.0147638487413824,0.0292497833165926,1.7555406809773677,3216770.469230769,742359.3076923077,0.0116495991840618,0.1622549911961298,0.1199635009163156,6889924.558974359,0.0576985105726017,408.0,408.0,586.0,21455591.0,0.2259680866235929,7846025.0,1825705.0,1559181.0,5130569.083333333,163712809.58333334,41818016.1,0.0982176180405431,0.8638242591406594,Pépite
1899,4652Z,12804849.0,0.0723308802782446,25.0,25.0,2361489.0,6367728.0,0.0742503874899266,720393.0,2361488.0,100000.0,0.305058799765741,4049205.0,1.7146829817966545,752460386.0,75246038600036.0,0.0562593904855887,2.6585282857142856,950765.0,926186.0,2.6964896709193527,,0.0,0.0,0.0,0.0,5126212.25,0.0140648476213971,2.6964896709193527,809841.0,0.0,0.0,0.4444444444444444,0.1798177343344383,2.6585282857142856,809841.0,0.03,0.305058799765741,0.305058799765741,1.7146829817966545,,509303.3076923077,31.384615384615383,31.384615384615383,48.833333333333336,10727795.5,1232688.0,5455142.0,0.2259680866235929,7846025.0,13065158.0,5467931.0,2.389415301692724,1825705.0,0.1151458182794952,0.0539995441635078,1.4382806167098858,0.0777446895546183,0.1417184494523194,0.0983363534036668,1559181.0,0.0420178200877747,394659.1602564103,6601595.615384615,3673154.0897435895,3722722.230769231,12593293.044871796,1.0147638487413824,0.0292497833165926,1.7555406809773677,3216770.469230769,742359.3076923077,0.0116495991840618,0.1622549911961298,0.1199635009163156,6889924.558974359,0.0576985105726017,408.0,408.0,586.0,21455591.0,0.2259680866235929,7846025.0,1825705.0,1559181.0,5130569.083333333,163712809.58333334,41818016.1,0.0313122245171087,0.5968070979727382,Pépite
1919,4652Z,78594058.0,0.0702081574665606,138.0,138.0,13806577.0,38227603.0,0.0675374084895832,3568160.0,15957186.0,5354065.0,0.2584391482407261,32368544.0,2.344429325241151,799911045.0,79991104500026.0,0.0453998697967726,0.1337083316263915,5308039.0,5517944.0,2.3956356089350592,0.0558192011750228,1754202.25,25398047.0,9166552.5,11704378.5,67873554.2,0.0303097412960984,2.221388261322508,26173064.0,4860423.25,0.0743191911039553,0.0647122760562072,0.1602197210766192,0.1281031631516419,35339616.5,0.0429692302971086,0.2584391482407261,0.1913699016069563,1.2768571935850477,0.01,509303.3076923077,31.384615384615383,31.384615384615383,48.833333333333336,10727795.5,1232688.0,5455142.0,0.2259680866235929,7846025.0,13065158.0,5467931.0,2.389415301692724,1825705.0,0.1151458182794952,0.0539995441635078,1.4382806167098858,0.0777446895546183,0.1417184494523194,0.0983363534036668,1559181.0,0.0420178200877747,394659.1602564103,6601595.615384615,3673154.0897435895,3722722.230769231,12593293.044871796,1.0147638487413824,0.0292497833165926,1.7555406809773677,3216770.469230769,742359.3076923077,0.0116495991840618,0.1622549911961298,0.1199635009163156,6889924.558974359,0.0576985105726017,408.0,408.0,586.0,21455591.0,0.2259680866235929,7846025.0,1825705.0,1559181.0,5130569.083333333,163712809.58333334,41818016.1,0.414589147744428,3.6631038501805895,Pépite
1922,4652Z,15855591.0,0.0983363534036668,42.0,42.0,5455142.0,13065158.0,0.1151458182794952,1232688.0,5467931.0,610000.0,0.2259680866235929,7846025.0,1.4382806167098858,305446262.0,30544626200043.0,0.0777446895546183,0.2834368989046389,1825705.0,1559181.0,2.389415301692724,0.03622659030274,450749.75,9809224.25,4673965.75,4676674.75,13059863.0,0.0447413158977309,2.159262868254092,5828505.6,622840.25,0.0505401977986781,0.0003951936131816,0.1622549911961298,0.0878218027902117,10502471.35,0.0522517424434583,0.2259680866235929,0.0964383938842513,1.0005795934640729,0.13,509303.3076923077,31.384615384615383,31.384615384615383,48.833333333333336,10727795.5,1232688.0,5455142.0,0.2259680866235929,7846025.0,13065158.0,5467931.0,2.389415301692724,1825705.0,0.1151458182794952,0.0539995441635078,1.4382806167098858,0.0777446895546183,0.1417184494523194,0.0983363534036668,1559181.0,0.0420178200877747,394659.1602564103,6601595.615384615,3673154.0897435895,3722722.230769231,12593293.044871796,1.0147638487413824,0.0292497833165926,1.7555406809773677,3216770.469230769,742359.3076923077,0.0116495991840618,0.1622549911961298,0.1199635009163156,6889924.558974359,0.0576985105726017,408.0,408.0,586.0,21455591.0,0.2259680866235929,7846025.0,1825705.0,1559181.0,5130569.083333333,163712809.58333334,41818016.1,0.0797730063593603,0.7389957703798511,À potentiel
1933,4652Z,9217827.0,0.0798337829512313,93.0,93.0,3230740.0,4019747.0,0.0848826952382595,1599022.0,3230739.0,10000.0,0.4949398589796764,1568016.0,0.4853426769099339,844190983.0,84419098300040.0,0.1734706021278116,0.9720284612391152,782434.0,735894.0,1.244219047097274,0.4749036591035167,0.0,0.0,0.0,-16866.333333333332,5364038.0,0.0867353010639058,0.622109523548637,404653.75,0.0,0.0,1.124675909090909,2.026623304199704,0.0,404653.75,0.03,0.4949398589796764,0.4949398589796764,0.4853426769099339,2.03,509303.3076923077,31.384615384615383,31.384615384615383,48.833333333333336,10727795.5,1232688.0,5455142.0,0.2259680866235929,7846025.0,13065158.0,5467931.0,2.389415301692724,1825705.0,0.1151458182794952,0.0539995441635078,1.4382806167098858,0.0777446895546183,0.1417184494523194,0.0983363534036668,1559181.0,0.0420178200877747,394659.1602564103,6601595.615384615,3673154.0897435895,3722722.230769231,12593293.044871796,1.0147638487413824,0.0292497833165926,1.7555406809773677,3216770.469230769,742359.3076923077,0.0116495991840618,0.1622549911961298,0.1199635009163156,6889924.558974359,0.0576985105726017,408.0,408.0,586.0,21455591.0,0.2259680866235929,7846025.0,1825705.0,1559181.0,5130569.083333333,163712809.58333334,41818016.1,0.0327649254426214,0.4296235419476443,Pépite
1979,5229B,5302748.0,0.0416018260720667,25.0,25.0,521457.0,1455121.0,0.04471813482368,169696.0,521457.0,50000.0,0.3254266411228538,959979.0,1.840955246549572,432364941.0,43236494100026.0,0.0320015207209544,0.024238303658692,237129.0,220604.0,2.7904908746071104,0.0249359541911572,64786.0,945969.25,233864.5,233864.5,3693584.4,0.0191842679085031,3.8937387486681416,788013.8,98419.0,0.0261160260988535,0.4043046042627836,0.1817527504541248,0.0909781882510964,1021878.3,0.0414428743618491,0.3254266411228538,0.2770236611371114,1.0,0.01,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.0033243953344018,0.0168217617666543,Pépite
2002,5229B,814599203.0,0.0533462748796723,1481.0,1481.0,76479083.0,170751252.0,0.0625198058289777,27237564.0,80341727.0,43741233.0,0.3561439668412342,110141221.0,1.4401482951881104,344307384.0,34430738400778.0,0.0334367673080082,0.3273136547773502,50928584.0,43455833.0,2.125312193002772,0.0085141779788771,2384465.5,148418177.0,51609411.75,53057698.5,621568025.4,0.0097231751561657,2.6649409514507205,114197287.2,7094513.25,0.0118570177790895,0.0304327692180041,0.301268743531171,0.0250047560321333,165806698.95,0.0455631262418302,0.3561439668412342,0.0462021445148519,1.0280624541317311,0.18,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.559439725718222,2.584130667377078,Pépite
2009,5229B,46768309.0,0.0543359179396458,16.0,16.0,5981100.0,8702624.0,0.0553767723353008,1944859.0,5981100.0,500000.0,0.3251674441156309,5959831.0,0.9964439651569108,309869337.0,30986933700043.0,0.0415849758433643,0.3187598753716988,2589878.0,2541199.0,1.4550206483757169,0.0501574909628003,1572341.0,5537958.666666667,4255595.333333333,4256208.666666667,36214827.5,0.0462012775507218,1.3361858439684822,4085701.5,2162610.333333333,0.0657379070780503,0.0402898544525665,0.7146212930696183,1.226714257850595,8341296.833333333,0.0555091949031666,0.3251674441156309,0.3694761547659685,1.0001441239792068,-0.08,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.032595005430813,0.1483618214984521,Pépite
2027,5229B,6710806.0,0.1340499188920079,26.0,26.0,3005817.0,8344723.0,0.1790987550526717,1099355.0,5207201.0,316200.0,0.3657424919747277,4523861.0,1.5050354030202104,624200143.0,62420014300052.0,0.1638186232771443,0.2051485809239093,1201897.0,899583.0,1.6025352199771048,0.1116492851346388,254260.75,7178748.5,2016214.0,4030012.5,5587173.0,0.0701384905630916,1.7496317694015695,4543318.4,927257.75,0.1741876103414296,0.0337109539766947,0.350389574957562,0.0807501009929063,6559532.4,0.0453685802359936,0.3657424919747277,0.1261080173037187,1.9988019624900928,0.19,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.0050287119075161,0.0212885054681524,Pépite
2048,5229B,44535622.0,0.0471000270300479,178.0,178.0,4704711.0,13142412.0,0.0497221976601112,1178979.0,5553934.0,470050.0,0.2505954138309452,7912173.0,1.681755372434141,714201472.0,71420147200152.0,0.0264727188496435,0.1456618096274944,2214409.0,2097629.0,2.3663248428951444,0.027497558131886,506396.0,7447982.25,2551007.5,3044692.0,38167326.8,0.0167002350239568,2.438715083519343,5424433.6,1170259.5,0.0326168187416645,0.052038361099836,0.1553643563307424,0.1150040018370353,7975441.1,0.0459928928570483,0.2505954138309452,0.1985082364516764,1.1935253032380344,,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.0343523443353586,0.1412791298801617,Pépite
2056,5229B,91877775.0,0.0316768010544443,79.0,79.0,6005211.0,20087269.0,0.0559421144014425,2042554.0,6289594.0,473000.0,0.3401302635327884,14108865.0,2.3494370139533816,343515904.0,34351590400120.0,0.0222312087988634,0.347604247625901,5139837.0,2910394.0,3.193730628717847,0.0162772738543429,805975.25,8748447.0,1839925.75,1955851.0,55684081.8,0.0164776504482817,4.230298331462885,8410262.8,1285351.25,0.0230696358569122,0.2504756332578224,0.1480361002850118,0.1186549663780975,10250188.55,0.0389750824632391,0.3401302635327884,0.4380477038271789,1.0630053957340395,0.01,633437.1463414634,74.12820512820512,74.12820512820512,58.15625,35025714.333333336,813935.2222222222,3982348.0,0.2222725310541124,7721002.777777778,10900914.666666666,4188469.0,2.483004300895328,1736975.5555555555,0.050108677759331,0.0331822324240682,1.7768896115699546,0.0273205589425288,0.1596630071461684,0.0361737035663917,1178840.3333333333,0.0270550348115001,486051.2378048781,8685268.211382113,2452044.081300813,2566858.93902439,27098890.27276423,1.0430618682341084,0.0201484063135734,3.5846042776027764,7362619.629268293,855142.906504065,0.0677369190154855,0.1683972191842228,0.1051588142609845,9814663.710569106,0.0440217025506852,2891.0,2891.0,1861.0,315231429.0,2.000452779487012,69489025.0,15632780.0,10609563.0,19928100.75,1111054501.1833334,301867404.8,0.0501182270902943,0.2914613409312052,Pépite
2111,4222Z,159390442.0,0.0355669068287043,1037.0,1037.0,51183923.0,85942870.0,0.0960898332912584,4198473.0,56219502.0,2801250.0,0.0820271826370167,48522761.0,0.948007853950546,572201549.0,57220154900019.0,0.0263408078133066,0.0626212662572969,15315801.0,5669025.0,1.5287020863329597,0.0247677274016215,1039493.0,36591331.75,19254278.25,21394195.25,142849065.2,0.0115719145643712,1.6629203771858492,27410847.6,4983536.5,0.0377628512296627,0.0452843616156215,0.1412515903312168,0.0684005832282943,46665125.85,0.0506302649990603,0.0820271826370167,0.0539876377864228,1.1111398190165866,,1069693.2666666666,163.86666666666667,163.86666666666667,179.8,17824981.0,1130683.0,6135892.0,0.1842736149854006,9618125.0,13941928.0,6135892.0,2.2721925353314565,2183051.0,0.0923067445097797,0.0642592477216272,1.5675186264686536,0.0478090831604718,0.0525611145113562,0.0654820502460004,1548648.0,0.049518003858946,678532.9277777778,12261931.92222222,3385981.477777778,3828799.483333333,23234733.034444444,1.148919672256661,0.0286345926410792,2.94048361297182,10516857.791111112,1311764.9111111113,0.0892689116632177,0.1448472694719829,0.1116822323257947,13902839.26888889,0.0457829438372941,2458.0,2458.0,1798.0,35649962.0,0.1842736149854006,9618125.0,2183051.0,1548648.0,10177993.916666666,348520995.51666665,157752866.86666667,0.409872194322849,4.470984905958666,Pépite
2140,4222Z,11473587.0,0.0216977480538562,53.0,53.0,2471441.0,4586751.0,0.0512229523339126,254322.0,2471441.0,77000.0,0.1029043379955256,3267455.0,1.3220849698617123,300301637.0,30030163700017.0,0.0221658666988797,0.1501093014052407,587711.0,248951.0,1.8559014761024035,0.0534478822736197,0.0,0.0,0.0,-1991.0,9822867.6,0.0044331733397759,0.9279507380512018,655083.8,0.0,0.0,0.0466366961161184,0.1202291862658428,0.0,655083.8,0.03,0.1029043379955256,0.1029043379955256,1.3220849698617123,0.12,1069693.2666666666,163.86666666666667,163.86666666666667,179.8,17824981.0,1130683.0,6135892.0,0.1842736149854006,9618125.0,13941928.0,6135892.0,2.2721925353314565,2183051.0,0.0923067445097797,0.0642592477216272,1.5675186264686536,0.0478090831604718,0.0525611145113562,0.0654820502460004,1548648.0,0.049518003858946,678532.9277777778,12261931.92222222,3385981.477777778,3828799.483333333,23234733.034444444,1.148919672256661,0.0286345926410792,2.94048361297182,10516857.791111112,1311764.9111111113,0.0892689116632177,0.1448472694719829,0.1116822323257947,13902839.26888889,0.0457829438372941,2458.0,2458.0,1798.0,35649962.0,0.1842736149854006,9618125.0,2183051.0,1548648.0,10177993.916666666,348520995.51666665,157752866.86666667,0.028184435733744,0.3218400906009381,Pépite
